SOP003_MX524916_posCSH_Muscle-QTOF-UC-3,SOP005_MX524916_posCSH_Muscle-QTOF-UC-1,SOP007_MX524916_posCSH_Plasma1-QTOF-UC-1,SOP009_MX524916_posCSH_Liver-QTOF-UC-1,SOP010_MX524916_posCSH_Brain-QTOF-UC-1,SOP011_MX524916_posCSH_Heart-QTOF-UC-3,SOP012_MX524916_posCSH_Heart-QTOF-UC-1,SOP013_MX524916_posCSH_Muscle-QTOF-UC-2,SOP015_MX524916_posCSH_Plasma1-QTOF-UC-3,SOP016_MX524916_posCSH_Brain-QTOF-UC-3,SOP017_MX524916_posCSH_Liver-QTOF-UC-2,SOP018_MX524916_posCSH_Plasma1-QTOF-UC-2,SOP021_MX524916_posCSH_Liver-QTOF-UC-3,SOP024_MX524916_posCSH_Brain-QTOF-UC-2,SOP026_MX524916_posCSH_Heart-QTOF-UC-2
0,0,0,0,3706,0,0,0,0,3557,0,0,0,3669,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,6581,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11482,0,0,0,0,0,0,0
0,12188,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1826,0,0,0,0,0,0,1754,0,1579,0,0
0,0,0,0,0,5749,6065,0,0,0,0,0,0,0,6437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,3260,3253,28560,1050,2488,2042,2760,1253,1135,30790,1407,30738,1651,2255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7927,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6456,8455,0,0,0,0,0,14896,0,0,0,0,0,0,0
0,0,0,2807,0,0,0,0,0,0,2882,0,2536,0,0
0,0,0,0,0,0,16259,0,0,0,2999,0,0,0,19165
10928,0,0,0,0,0,0,0,0,0,0,0,0,0,10251
0,0,0,3027,0,16164,0,0,0,0,0,0,0,0,0
0,2492581,0,244119,0,0,0,0,0,0,66171,0,67710,0,0
1955,2148,1997,2696,3311,1997,2980,3869,4864,3246,2186,3154,2865,2795,2747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5535,0,0,0,0,3767,4556,0,0,0,0,3145,0,3738
0,0,0,0,0,0,6668,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1233,2376,0,0,0,0,0,1136,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1639,1472,2037,2420,1362,2300,2897,3924,2120,1517,2562,2219,1836,2134
0,0,70895,10708,0,0,0,0,82675,0,9302,80136,12618,0,0
0,0,19623,2942,0,0,0,0,22848,0,2617,21409,3386,0,0
0,0,0,0,5365,0,0,0,0,5939,0,0,0,5432,0
0,0,1250,323120,0,0,0,0,1666,0,331189,1800,338760,0,0
1260,1418,1273,1688,2008,1200,1914,2392,3440,1962,1400,2202,1985,1649,1813
0,0,0,0,2434,0,0,0,0,0,0,0,0,2614,0
0,0,0,0,29451,0,0,0,0,32049,0,0,0,8733,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2204,0,0,0,0,2142,0,0,0,2429,0
0,0,0,0,5373,0,0,0,0,5777,0,0,0,5552,0
0,0,0,1170,1583,0,1474,1800,2438,1613,0,1686,1131,1178,1185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2308,1967,2265,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1085,0,0,0,0,0,0,0,0,1031,0
4549,3959,4943,0,0,3043,2858,3935,5589,0,0,5077,0,0,2834
0,0,0,0,0,0,0,0,1471,0,0,1563,0,0,0
0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,3237,7138,2039,3205,2033,2203,3119,6812,2819,2033,7087,2187,3074,1968
0,0,2846,0,0,0,0,0,2823,0,0,2874,0,0,0
1530,2278,2416,0,0,0,0,1872,2364,0,0,2458,0,0,0
1839,0,5588,0,1697,1863,1987,1861,5150,1610,1329,5546,1947,1593,1853
0,0,0,2379,0,0,0,0,0,0,2393,0,2623,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0
0,0,0,3278,0,0,0,0,0,0,3265,0,3580,0,0
1221,1057,0,0,1102,0,1058,2040,2257,0,0,0,1353,0,0
0,0,4222,0,0,0,0,0,4497,0,0,4385,0,0,0
0,0,10739,0,0,0,0,0,9804,0,0,10560,0,0,0
0,0,51787,0,0,0,0,0,0,0,0,53120,0,0,0
0,0,12303,0,0,0,0,0,11070,0,0,12947,0,0,0
0,0,17505,0,0,0,0,0,17314,0,0,17647,0,0,0
0,0,0,0,0,0,0,0,0,0,1021,0,0,0,0
0,0,3899,0,0,0,0,0,4075,0,0,3920,0,0,0
0,0,0,0,29267,0,0,0,0,0,0,0,0,36784,0
1746,4037,3881,15768,0,1590,1999,2627,4109,0,15276,4234,16913,0,1936
0,1406,0,0,36464,1980,2070,1062,0,42181,0,0,0,44286,2221
0,0,0,0,0,0,0,0,0,24590,0,0,0,24702,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,77826,0,0,0,0,0,0,69865,0,71467,0,0
0,0,0,37470,13499,0,0,0,0,16794,35325,0,39249,16623,0
3217,5184,0,3761,3181,12638,13078,3784,0,12804,3206,0,2558,13341,15040
0,7147,0,8249,21565,9178,9428,5834,0,19338,16042,0,6478,20674,7889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,10310,4550,40823,58684,4267,5279,7087,4471,67251,39024,4746,40735,67052,4835
0,0,0,9674,0,15305,1488,0,0,0,0,0,9553,0,1600
366599,509516,210228,323046,0,436255,436888,453651,225498,0,290863,221888,278519,0,449215
0,1034,0,5294,0,32893,33105,0,0,0,5266,0,4752,0,28808
0,0,0,0,0,22900,22678,0,0,0,0,0,0,0,27488
0,0,0,0,0,0,0,56846,0,0,0,0,0,0,63265
47944,67657,38556,170059,284799,66026,70949,0,42035,276743,128962,34161,143441,294674,0
15791,25550,1169,131506,49217,335255,357703,19432,0,66065,162973,0,179182,71599,358548
0,10704,0,0,0,27741,0,0,0,0,67142,0,0,0,0
8068,14204,5533,5699,0,5460,5216,9505,1677,0,5616,5691,0,0,6338
0,0,1415,101657,0,0,0,0,5067,0,93661,0,91955,0,0
0,68109,44635,332420,0,47759,52434,52259,45247,0,289247,44924,254860,0,59485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,0,0,0,2044,7356,0,0,6367,0,0,0
0,0,6893,39925,1378,0,0,0,0,0,40338,0,39792,6428,0
0,0,0,64259,22609,0,0,0,0,22035,45963,0,51838,22287,0
0,0,0,21498,8460,0,0,0,0,8632,20460,0,0,8056,0
0,0,10304,21231,1226,0,0,0,11258,6683,36409,9649,35814,1350,0
9095,10995,0,0,0,1730,1663,8391,0,0,0,0,0,0,1928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240
0,0,0,0,94326,0,0,0,0,108679,0,0,0,141853,0
0,0,0,0,50550,0,0,0,0,56142,0,0,0,67238,0
0,20173,0,0,0,0,0,0,0,0,6754,0,0,0,0
1260,1700,0,5812,0,2163,0,0,0,0,3469,0,4564,0,8104
8477,10786,1495,0,0,12149,9482,8135,1540,0,20232,1584,0,0,30015
0,0,0,0,0,1888,1039,0,0,1920,0,0,0,1147,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1195,0,0,0,0,0,1005,0,0,0,0,0,0,0
0,0,1114,0,0,1869,1014,0,1091,1768,1136,1087,0,1606,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1531,0,0,0,0,0,0,1432,0,1434,0,0
1371,1866,7165,1629,6152,0,0,2548,10195,1131,1804,9851,6761,2788,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1097,0,0,0,0,0,1192,0,0,1155,0,0,0
10605,13771,0,0,0,0,0,12004,0,0,0,0,0,0,0
7180,9564,0,0,0,0,0,7320,0,0,1189,0,0,0,0
1383,1686,1267,0,0,0,0,1375,1331,0,0,1447,0,0,0
0,0,0,1476,1625,0,1654,1382,1521,1425,1213,1219,1582,1829,2133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2096,0,0,0,0,0,2115,0,0,1968,0,0,0
26158,32519,23948,7081,6808,15165,11940,26012,51704,7023,6958,49166,6753,12099,11215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3900,0,0,0,0,3813,0,0,0,4047,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17045,18899,0,0,0,0,8050,14185,0,0,1770,0,0,0,16191
118600,146557,9637,56042,10917,265130,234515,125028,0,0,56680,8600,58679,0,0
618873,604162,43577,63886,6726,14432,170710,608410,45353,0,72321,44505,75260,13632,1453813
1549030,1538552,134845,326079,31389,1222161,1244346,1523178,137207,40499,322498,139241,351939,0,520983
0,0,0,22574,25043,0,0,0,0,27010,23153,0,24243,0,0
5914,0,0,23733,9792,66354,68461,0,6529,29482,22539,0,36852,28254,68046
0,7799,6524,38265,28077,11614,11765,6352,0,10833,37275,6501,0,29455,12260
7382,9858,0,4644,5819,0,0,8375,0,0,4078,0,4597,0,0
119252,173278,14189,68016,14577,250425,179053,139264,15300,17536,58901,13096,66365,8281,540587
0,0,0,4876,0,2761,2793,0,0,0,4775,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,4772,0,23047,45137,5379,5120,3736,0,43775,21880,0,22517,50574,5584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773600,793478,53453,36949,6125,138951,138558,751773,52372,6472,40572,52561,42443,0,61182
81062,86555,3474,8693,0,55560,56243,81523,3296,0,8804,3727,9174,0,146573
237213,246742,8333,0,0,12848,0,243267,8659,0,0,8833,5376,0,12939
0,0,0,0,0,12086,0,0,0,0,0,0,3835,0,12727
15444,16893,0,0,0,4654,0,15874,0,0,0,0,0,5592,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20549,0,7697,0,0,0,0,19752,0,21181,0,0
0,1804,0,17339,0,4616,0,1742,0,0,17073,0,18243,0,0
6459,111542,5515,26966,3438,233782,293361,105514,5521,3965,27804,5026,27685,0,297537
3897,5227,0,0,0,14516,0,4439,0,0,0,5478,0,43095,14782
100261,323861,0,0,0,0,0,323474,0,0,0,0,0,20574,76924
1214116,1207940,71256,97758,15477,724442,781590,1217029,71547,21099,102022,73634,108253,0,0
8838,11299,0,214112,35245,69588,73792,9524,0,41905,208727,0,229981,0,77105
38553,41353,0,0,3628,9734,10285,0,0,0,0,0,0,0,10530
14941,20673,4912,366162,21989,122126,128522,16754,5273,25207,349221,0,371736,23326,127493
0,0,0,7013,0,0,0,0,0,0,6649,0,6763,0,0
40113,53961,2909,12361,5393,184154,96335,45468,2935,2580,4233,3126,9653,2357,54499
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,10277,0,0,0,6349,7316,9448,0,0,0,0,1044,0,7225
0,0,0,2013,0,0,0,0,0,0,2106,0,2134,0,0
0,4776,0,0,0,0,0,3809,0,0,0,0,0,0,0
31719,0,1097,12872,0,0,0,0,1008,4804,13463,1108,35044,95687,0
0,42951,0,227018,77583,230892,247426,36655,0,93030,227581,0,238072,0,244814
171281,237654,22673,443586,296352,154879,153970,192304,23080,308564,436508,23922,452657,5101,162727
1066,0,0,0,0,0,0,0,1396,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,5966,0,0,0,0,0,4954,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1171,0,0,0,0,0,0,1225,0,1287,0,0
6977,8609,8820,6760,0,8545,8558,7375,9444,0,6729,8493,7504,0,12300
0,0,0,4852,4507,0,0,0,0,4538,4575,0,4566,0,0
0,7777,0,0,0,0,0,0,0,0,0,0,0,0,0
8971,9528,9977,5767,0,8430,8496,9054,10720,0,5304,10628,5332,0,8987
93922,97083,148803,76327,110270,100775,104170,93393,167944,104948,66648,165748,69949,4340,97865
8388,5215,0,0,0,10357,6860,8193,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,2252,0,13086,0,1067,1013,1826,0,0,13079,0,13487,0,1096
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,0,4130,15504,12009,50477,3246,0,1668,19924,5099,1425,11575,6756,2373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3652,0,0,0,0,0,3674,0,0,4469,0,0,0
39492,40070,64369,12749,35351,36698,39411,39272,74981,32265,10454,74237,10474,43837,36154
6527,7331,5527,4308,5856,5269,8556,10631,14038,4816,3984,9891,3989,4108,8748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,40983,0,0,0,0,0,0,39896,0,44178,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6478,2071,7118,0,0,0,3459,3230,0,5908,1417,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3536,0,0,0,0,0,3044,0,0,0,0,0,0,0
1330,1577,0,0,0,0,0,1417,0,0,0,0,0,0,0
5397,6729,0,0,0,0,0,5703,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34409,0,0,0,0,32398,0,0,0,34598,0
0,4318,0,0,0,0,0,3933,0,0,0,0,0,0,0
29111,26649,13641,26091,41669,22579,0,28388,12950,38613,25767,12495,25832,0,0
0,0,0,3085,24369,5441,5766,0,0,23788,3245,0,3255,0,5484
0,0,0,0,0,0,0,0,5560,0,0,0,0,0,0
0,0,0,0,0,0,0,1769,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,6040,4730,6102,6743,4681,7088,8566,10592,5633,5197,7650,5930,4508,6795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6663,0,0,0,0,0,0,6439,0,7035,0,0
0,0,1181,0,0,0,0,0,1179,0,0,1020,0,0,0
0,0,0,8451,0,1085,1011,0,0,0,7594,0,8010,0,1058
1217,1561,3056,2904,0,1124,1148,1317,3087,0,2838,3183,3015,0,1238
11094,14683,28602,25728,4575,9243,10241,12184,31086,4459,25266,29753,26501,4540,10078
0,0,2189,0,0,0,0,0,2679,0,0,2474,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8608,0,1319,1314,0,0,0,7984,0,9029,0,1396
0,0,1340,11172,0,1964,2020,0,1472,0,10136,1552,11555,0,2181
5829,7312,12500,86263,0,17337,18059,6080,13257,1091,81115,13249,88791,1045,19461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33276,41212,28060,273441,26590,43326,41917,33628,30980,28420,268339,32168,270338,26269,44621
0,0,0,3006,0,0,0,0,0,0,2939,0,3181,0,0
89181,109536,100609,91323,32457,74585,75276,92179,104922,32878,92685,107858,92374,38537,75064
954620,1172328,936068,2138293,622815,834824,889379,1000528,1010612,656143,2162020,1009856,2259484,667305,890711
0,0,1204,0,1340,0,0,0,1225,1375,0,1090,0,1216,0
0,0,0,0,0,0,5523,0,0,0,0,0,0,0,0
5062,6272,7971,2709,0,1596,1896,5258,8979,0,2613,8456,2842,0,1842
28498,36389,53321,16436,3682,8658,9334,30709,58553,4279,15655,57752,17320,5419,9392
0,0,0,14592,0,0,0,0,0,0,13519,0,15387,0,0
0,0,1088,0,1966,4195,4298,0,1211,1909,0,1206,0,2257,0
12777,0,8417,135158,32967,73254,21845,0,9608,0,125436,0,85740,0,80653
0,16959,0,81177,0,20398,73734,13731,0,37355,83132,9341,134151,37571,23167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1035,1565,0,0,0,0,1012,0,1376,1112,1417,0,0
0,0,0,0,0,25188,25854,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1352,0,8279,0,0,0,1400,0,0,1266,0,0,0
6322,8672,9826,28637,756970,39314,39331,6519,10106,750967,26255,9783,25732,783898,42634
0,0,0,3558,4016,0,0,0,0,4606,3075,0,3339,3322,0
0,0,0,0,0,0,0,0,0,3460421,0,0,0,3581552,0
36406,35384,15154,0,55645,0,35426,35420,16800,48068,0,17007,0,56016,34790
428800,580082,95312,435955,3429668,1072440,1089400,478554,105535,127987,427806,104759,456030,129960,1117047
0,0,0,0,0,79616,80614,0,0,0,0,0,0,0,83653
8945,11716,8957,0,11127,0,0,9645,9103,10440,0,9350,0,13194,0
192615,265602,187309,0,557226,0,0,217805,193117,622188,0,194572,0,684361,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2335,2914,2342,0,1507,1498,2177,3097,0,2188,2904,2321,0,1596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2153,0,0,0,0,0,1967,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4357,0,0
0,0,0,0,0,40599,41591,0,0,0,8828,0,0,0,43210
0,0,0,0,0,0,0,0,0,0,0,0,0,7485,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21848,0
0,0,0,0,0,91413,0,0,0,0,0,0,0,0,0
8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1549,28968,175507,2557,2668,0,1609,191544,26993,1689,28139,194641,2854
1361,1041,1097,1748,1874,1332,1443,1197,0,1727,1585,0,1631,0,1363
3682,4414,7621,0,3519,10034,9416,4077,8601,3372,0,8520,0,0,9349
20957,29940,48893,89291,960958,0,0,22513,54263,1012722,84494,54119,89862,1037453,116608
0,0,0,0,0,4383,4566,0,0,0,0,0,0,0,5098
0,0,2770,0,0,0,0,0,2565,0,0,2632,0,0,0
0,0,24276,0,14842,0,0,0,26728,14908,0,26226,0,0,0
4393,6037,0,0,0,114609,116108,5056,0,0,0,0,0,0,121138
0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,40770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0
1566,1399,0,4731,1690,0,0,1622,0,1558,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11845,0,0,0,0,0,0,10812,0,11622,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,3013,0,0,0,21493,0,0,0,0,0,0,0,0,57934
0,0,1207,13117,0,0,0,0,1372,0,12515,1443,13934,0,0
0,0,9486,80818,0,0,0,2200,10503,0,78788,9899,85842,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54084,0,0,0,64817,0,0,0,0,58783,0,0,0,0,0
0,0,0,0,1768,0,0,0,0,1667,0,0,0,0,0
1917,1764,1004,2035,1947,1583,1715,1701,0,1753,1836,0,1873,0,1685
0,0,0,0,17362,0,0,0,0,18957,0,0,0,18477,0
0,0,10741,0,32948,0,0,0,10616,29302,0,10392,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5535,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1739,2341,29302,239820,5088,5539,0,2455,259966,27110,2745,30525,259193,5391
0,0,0,10890,0,0,0,0,0,0,10472,0,11062,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11959,5231,11329,109418,0,64270,64784,13512,21792,0,100679,21055,110826,0,69218
0,0,105735,0,191512,0,0,0,0,211607,0,0,0,576206,0
63213,91856,0,542724,534888,302772,302783,72705,119593,580408,493768,115458,550679,214626,327038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7003,0,2550,6486,6236,0,8139,0,1670,8018,0,2502,6373
0,0,0,0,0,0,0,0,0,0,0,0,0,16087,0
14087,21358,44505,33888,414791,73371,73447,16213,50344,438247,33392,50175,33337,451806,81984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3451,0,0,0,0,0,0,0,0,3422
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2593,0,12626,5406,2780,0,0,0,0,0,13007
0,0,3038,0,0,0,0,0,0,0,0,0,0,4299,15026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22612,0,0,0,0,0,0,21565,0,21854,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5774,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16370,31898,2837,2825,0,0,37104,14904,0,15997,35084,3194
0,0,0,30903,0,0,0,0,0,0,27706,0,30780,0,0
0,1533,2937,161420,0,49900,50852,0,3234,0,157298,3203,174743,0,57965
0,12260,24835,801955,44993,271678,276756,10055,27996,49161,770582,27556,845058,48922,299234
3075,0,6213,16951,0,14588,14351,3431,0,0,4028,11615,16028,0,9163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9036,0,0,0,0,9046,0,0,0,9246,0
0,4119,10369,15598,220803,8495,8867,0,6916,251718,14091,6363,15560,247378,15520
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1962,0,0,0,0,0,1826,0,0,1871,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10361,138733,0,0,0,0,157197,0,0,10501,155423,0
0,0,0,27933,0,0,0,0,0,0,25387,0,29167,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54310,76456,52602,752399,529519,201252,197517,60299,59179,593988,730049,58330,793607,808008,214904
0,0,4055,0,749862,0,0,0,0,821566,0,4112,0,574668,0
0,0,0,4000,0,0,0,0,0,5397,3623,0,4005,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30207,43434,28679,24066,84877,28065,28358,35067,32846,81396,23225,31882,24999,89208,30241
154231,209417,153896,131429,3085915,140242,143980,171762,168667,3253263,121980,164497,137016,3356487,151763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10472,10108,0,0,0,0,0,0,6452,11200
0,10528,0,0,0,0,0,0,0,0,0,0,0,0,0
41957,62491,76126,35018,87834,80502,81643,46907,86045,89001,35026,86121,36341,91839,89845
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17159,2378,0,0,0,0,0,0,0,0,2104,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7738,0,0,0,0,0,8056,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1045,1523,0,0,0,0,0,0,0
0,0,0,3582,0,0,0,0,0,0,3427,0,3620,0,0
0,0,0,8831,0,0,0,0,0,0,9005,0,9000,0,0
0,0,0,78850,0,5414,0,0,0,21448,75329,0,79245,0,5322
0,0,0,0,1270,0,0,0,0,1467,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2570,0,0,0,0,0,2598,0,0,2682,0,0,0
0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0
0,0,0,0,21436,0,0,0,0,24090,0,0,40509,4524,0
0,0,0,0,0,0,0,0,0,0,0,0,4439,0,0
0,0,0,38253,0,0,0,0,0,4609,36439,0,0,22515,0
0,0,0,0,119478,0,0,0,0,134523,0,0,0,134061,0
0,0,0,0,14625,0,0,0,0,0,0,0,0,15317,0
0,8484,6451,155096,18873,33119,33260,6846,6795,18689,151059,7081,160399,18896,37461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1797,0,0
0,0,0,0,4554,0,0,0,0,5474,0,0,0,5408,0
0,0,0,0,3604,0,0,0,0,0,0,0,0,4623,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3103,2597,0,0,0,0,2905,3159,0,2853,2486,1012
0,0,0,0,0,0,0,0,1865,0,0,1962,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6061,0,0,0,0,0,0
0,0,0,0,0,0,0,0,196515,0,0,0,0,0,0
0,0,182943,5904,0,0,0,0,34477,0,5852,193982,5742,0,0
0,0,4298,1871,0,0,0,0,4375,0,1951,0,2017,0,0
11803,10664,14344,6781,23296,9830,9859,11778,14406,25027,6749,14025,6584,30978,9604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5127,0,0,0,0,5843,0,0,0,5188,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
