index,muscle,muscle,plasma,liver,brain,heart,heart,muscle,plasma,brain,liver,plasma,liver,brain,heart
8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8394,0,0,0,1937,0,0,1177,0,0,0,2031,0,1980,0,1184
8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0
8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,0,0,0,1367,0,0,0,0,0,0,1345,0,0,0,0
8428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,0,0,0,6408,0,0,0,0,0,0,6252,0,7784,0,0
8433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8437,1366,1772,0,0,0,0,0,1363,0,0,0,0,0,0,0
8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8439,0,0,0,0,2528,0,0,0,0,2524,0,0,0,3107,0
8440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8506,5092,6575,0,0,0,0,0,5637,0,0,0,0,0,0,0
8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8510,0,0,0,0,1276,0,0,0,0,1387,0,0,0,1485,0
8511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8512,0,0,2672,0,0,0,0,0,2775,0,0,2907,0,0,0
8513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8517,2651,3320,0,0,0,0,0,2762,0,0,0,0,0,0,0
8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8526,1213,1452,0,0,0,0,0,1074,0,0,0,0,0,0,0
8527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531,0,0,0,1657,0,0,0,0,0,0,0,0,2215,0,0
8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8544,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,0
8545,0,0,0,0,1849,0,0,0,0,1963,0,0,0,0,0
8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8577,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0
8578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8580,0,0,0,1053,0,0,0,0,0,0,1054,0,1111,0,0
8581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8591,4381,4932,1414,1707,1160,0,0,4408,1803,1281,1581,1671,1469,1110,0
8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600,0,0,0,0,0,0,0,0,1264,0,1569,1178,0,1618,0
8601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8633,0,0,0,0,4294,0,0,0,0,5485,0,0,0,10011,0
8634,0,0,0,0,8687,0,0,0,0,10165,0,0,0,1683,0
8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8637,0,0,0,0,1729,0,0,0,0,1792,0,0,0,0,0
8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,0
8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688,2353,2879,0,0,0,0,0,2545,0,0,0,0,0,0,0
8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716,8522,10518,0,0,0,0,0,8412,0,0,0,0,0,0,0
8717,0,0,0,1810,0,0,0,0,0,0,2051,0,2128,0,0
8718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,0,0,0,0,1105,0,0,0,0,1201,0,0,0,1192,0
8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0
8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8774,0,0,0,1483,0,0,1167,0,0,0,0,0,0,0,0
8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778,0,0,0,1592,1137,1153,1357,0,1027,0,1646,1015,1580,0,1119
8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8784,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,1033
8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
