index,muscle,muscle,plasma,liver,brain,heart,heart,muscle,plasma,brain,liver,plasma,liver,brain,heart
14285,1261,1516,0,0,0,0,0,1327,0,0,0,0,0,0,0
14286,1133,0,0,0,1140,0,0,1030,0,0,0,0,0,0,0
14287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0
14301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,0,1158,1099,1194,1095,1101,1046,1131,1040,1063,0,0,1247,0,1149
14303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14309,3131,4340,0,0,0,0,0,0,0,0,0,0,0,0,0
14310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14311,1320,1804,1509,1485,2049,0,0,1318,1724,1744,0,1617,1173,1960,0
14312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14324,0,0,0,0,0,0,0,0,0,0,0,0,0,22228,0
14325,2288,1991,0,2768,2308,2758,2886,2020,1028,2085,2707,0,2599,0,3129
14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14354,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0
14355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14361,1510,1576,0,0,0,0,0,1725,0,0,0,0,0,0,0
14362,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0
14363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14384,0,0,0,4582,0,0,0,0,0,0,4375,0,4848,0,0
14385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14413,0,0,0,0,12126,0,0,0,0,12751,0,0,0,12633,0
14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14429,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0
14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14437,1755,1667,2038,0,0,1104,1318,1650,1919,0,0,1994,0,0,1376
14438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14455,11440,9415,4927,11446,11671,10602,11258,10654,4828,10525,10637,4963,10747,0,12046
14456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14471,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247
14497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14501,2929,2664,1531,3586,3110,3693,3749,2666,1237,2906,3464,1312,3418,0,4096
14502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14538,0,0,0,0,2607,0,0,0,0,2731,0,0,0,2694,0
14539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14558,0,0,1143,0,0,0,0,0,1512,0,0,1330,0,0,0
14559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14564,0,4317,0,0,0,0,0,0,0,0,0,0,0,0,0
14565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14573,0,0,0,1527,0,0,0,0,0,0,2332,0,1853,0,0
14574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14582,38481,48210,0,0,0,0,0,39794,0,0,0,0,0,0,0
14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14591,0,0,0,0,0,0,0,0,1139,0,0,1258,0,0,0
14592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14596,0,0,0,0,0,0,0,2201,0,0,0,0,0,0,0
14597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14601,0,0,0,0,1164,0,1299,0,0,0,0,0,0,0,0
14602,1929,1895,0,0,0,0,0,1974,0,0,0,0,0,0,0
14603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14611,1248,1480,0,0,0,0,0,1337,0,0,0,0,0,0,0
14612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14616,3928,3780,2119,5356,4484,5017,5502,3753,2102,4266,4944,1874,5288,0,5416
14617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14637,11687,10803,4753,12799,11930,10693,11103,10604,4461,9918,11997,4570,11997,0,12058
14638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14647,2258,2110,1224,0,1804,1670,1784,1995,1058,1616,0,0,0,0,1730
14648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14652,8355,9407,0,0,0,0,0,8565,0,0,0,0,0,0,0
14653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14669,2851,3153,0,0,0,1977,1839,3091,0,0,0,0,0,0,1961
14670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14680,3639,3533,0,0,0,2469,2064,3648,0,0,0,0,0,0,3644
14681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
