Name,SpectrumId,ClusterId,SubmissionId
Unknown,368123,1263206,136
Unknown,373534,1268524,144
"Galactopyranose, 5TMS derivative",375445,1270434,147
Unknown,375343,1270332,147
Unknown,374498,1269488,145
Unknown,367803,1262886,136
Unknown,367998,1263081,136
Unknown,373520,1268510,144
Unknown,372117,1267107,141
Unknown,371022,1266013,140
Unknown,368992,1264075,137
Unknown,367751,1262834,136
".beta.-Hydroxypyruvic acid, trimethylsilyl ether, trimethylsilyl ester",375429,1270418,147
Unknown,368896,1263979,137
Unknown,374344,1269334,145
Unknown,372317,1267307,141
Unknown,373436,1268426,144
Unknown,372943,1267933,143
Unknown,374431,1269421,145
Unknown,369115,1264196,138
Unknown,371418,1266408,140
Unknown,374580,1269570,145
Unknown,373576,1268566,144
Unknown,368640,1263723,137
Unknown,375644,1270633,147
Unknown,367886,1262969,136
Unknown,374636,1269626,145
Unknown,372773,1267763,143
Unknown,372285,1267275,141
"Levoglucosan, 3TMS derivative",375181,1270170,147
Unknown,372913,1267903,143
Unknown,372269,1267259,141
"D-Glucuronic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",375202,1270191,147
Unknown,374260,1269250,145
Unknown,367867,1262950,136
Unknown,367296,1262379,134
Unknown,373606,1268596,144
Unknown,368157,1263240,136
Unknown,374549,1269539,145
Unknown,367948,1263031,136
Unknown,373382,1268372,144
Unknown,372930,1267920,143
Unknown,368584,1263667,137
Unknown,367320,1262403,134
Unknown,368129,1263212,136
Unknown,372204,1267194,141
Unknown,369317,1264398,138
Unknown,372904,1267894,143
Unknown,374661,1269651,145
Unknown,368713,1263796,137
Unknown,374359,1269349,145
Unknown,374124,1269114,145
Unknown,372769,1267759,143
Unknown,367951,1263034,136
Unknown,371118,1266108,140
Unknown,368571,1263654,137
Unknown,375461,1270450,147
Unknown,375507,1270496,147
Unknown,375422,1270411,147
Unknown,372100,1267090,141
Unknown,368888,1263971,137
Unknown,375582,1270571,147
Unknown,368671,1263754,137
Unknown,375526,1270515,147
Unknown,372167,1267157,141
Unknown,374654,1269644,145
Unknown,368852,1263935,137
Unknown,374422,1269412,145
Unknown,372080,1267070,141
Unknown,376209,1271198,147
Unknown,375419,1270408,147
Unknown,373567,1268557,144
Unknown,368787,1263870,137
Unknown,374634,1269624,145
Unknown,372093,1267083,141
Unknown,373426,1268416,144
Unknown,367310,1262393,134
Unknown,372992,1267982,143
Unknown,368983,1264066,137
Unknown,375891,1270880,147
Unknown,372289,1267279,141
Unknown,368687,1263770,137
Unknown,374472,1269462,145
Unknown,376275,1271264,147
Unknown,368069,1263152,136
Unknown,374832,1269822,146
Unknown,372839,1267829,143
Hentriacontane,371045,1266036,140
Unknown,367810,1262893,136
Unknown,368914,1263997,137
Unknown,374210,1269200,145
Unknown,374159,1269149,145
Unknown,375727,1270716,147
Unknown,368677,1263760,137
Unknown,376291,1271280,147
Unknown,373005,1267995,143
Unknown,372140,1267130,141
Unknown,375521,1270510,147
Unknown,368010,1263093,136
Unknown,374281,1269271,145
Unknown,368125,1263208,136
Unknown,371231,1266221,140
Unknown,374392,1269382,145
Unknown,368022,1263105,136
Unknown,367959,1263042,136
Unknown,375757,1270746,147
Unknown,368941,1264024,137
Unknown,372079,1267069,141
Unknown,367901,1262984,136
Unknown,376400,1271389,147
Unknown,372252,1267242,141
Unknown,372936,1267926,143
Unknown,373617,1268607,144
Unknown,368993,1264076,137
Unknown,368600,1263683,137
Unknown,372738,1267728,143
Unknown,368559,1263642,137
Unknown,375815,1270804,147
Unknown,374507,1269497,145
Unknown,372330,1267320,141
Unknown,375836,1270825,147
Unknown,372287,1267277,141
Unknown,367342,1262425,134
Unknown,368055,1263138,136
Unknown,374438,1269428,145
Unknown,373356,1268346,144
Unknown,373493,1268483,144
Unknown,367339,1262422,134
Unknown,367999,1263082,136
Unknown,369347,1264428,138
Unknown,372137,1267127,141
Unknown,374641,1269631,145
Unknown,375694,1270683,147
Unknown,371481,1266471,140
Unknown,374945,1269935,146
Unknown,367871,1262954,136
Unknown,369348,1264429,138
Unknown,373596,1268586,144
Unknown,367292,1262375,134
Unknown,375551,1270540,147
Unknown,375707,1270696,147
Unknown,372797,1267787,143
Unknown,372130,1267120,141
Unknown,368614,1263697,137
Unknown,368709,1263792,137
"D-Ribose, 4TMS derivative",375652,1270641,147
Unknown,374157,1269147,145
Unknown,368098,1263181,136
Unknown,374245,1269235,145
Unknown,368886,1263969,137
Unknown,374943,1269933,146
Unknown,375828,1270817,147
Unknown,376180,1271169,147
Unknown,372022,1267012,141
Unknown,371233,1266223,140
Unknown,374538,1269528,145
Unknown,368573,1263656,137
Unknown,375802,1270791,147
Unknown,372321,1267311,141
Unknown,374535,1269525,145
Unknown,374693,1269683,145
Unknown,374506,1269496,145
Unknown,376298,1271287,147
Unknown,373637,1268627,144
Unknown,374555,1269545,145
Unknown,373565,1268555,144
Unknown,368084,1263167,136
Unknown,374667,1269657,145
Unknown,372045,1267035,141
Unknown,368856,1263939,137
Unknown,372834,1267824,143
Unknown,374441,1269431,145
Unknown,371159,1266149,140
Unknown,374633,1269623,145
Unknown,367324,1262407,134
Unknown,367286,1262369,134
Unknown,368146,1263229,136
Unknown,374426,1269416,145
Unknown,368882,1263965,137
Unknown,375953,1270942,147
Unknown,374171,1269161,145
Unknown,372789,1267779,143
Unknown,375941,1270930,147
Unknown,367842,1262925,136
Unknown,368095,1263178,136
Unknown,374679,1269669,145
Unknown,373588,1268578,144
Unknown,372187,1267177,141
Unknown,372211,1267201,141
Unknown,367329,1262412,134
Unknown,374949,1269939,146
Unknown,368820,1263903,137
Unknown,375787,1270776,147
Unknown,375981,1270970,147
Unknown,374609,1269599,145
Unknown,372094,1267084,141
Unknown,371395,1266385,140
Unknown,367894,1262977,136
Unknown,368899,1263982,137
Unknown,368654,1263737,137
Unknown,372268,1267258,141
Unknown,367880,1262963,136
"Propane, 1,1-dimethoxy-",375739,1270728,147
Unknown,374102,1269092,145
Unknown,368140,1263223,136
Unknown,374910,1269900,146
Unknown,372084,1267074,141
Unknown,375714,1270703,147
Unknown,373452,1268442,144
Unknown,367335,1262418,134
Unknown,374699,1269689,145
Unknown,368752,1263835,137
Unknown,373529,1268519,144
Unknown,368033,1263116,136
Unknown,375976,1270965,147
Unknown,372960,1267950,143
Unknown,374467,1269457,145
Unknown,372263,1267253,141
Unknown,368596,1263679,137
Unknown,371465,1266455,140
Unknown,375821,1270810,147
Unknown,368955,1264038,137
Unknown,374199,1269189,145
Unknown,372145,1267135,141
Unknown,375569,1270558,147
Unknown,375875,1270864,147
Unknown,372814,1267804,143
Unknown,374847,1269837,146
Unknown,374928,1269918,146
Unknown,372258,1267248,141
Unknown,373488,1268478,144
Unknown,373513,1268503,144
Unknown,368001,1263084,136
Unknown,368665,1263748,137
Unknown,372744,1267734,143
"Erythro-Pentonic acid, 2-deoxy-3,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",375616,1270605,147
Unknown,368999,1264082,137
Unknown,367711,1262794,136
Unknown,374213,1269203,145
Unknown,375810,1270799,147
Unknown,368894,1263977,137
Unknown,375906,1270895,147
Unknown,372271,1267261,141
Unknown,374684,1269674,145
Unknown,368051,1263134,136
Unknown,375738,1270727,147
Unknown,368637,1263720,137
Unknown,372039,1267029,141
Unknown,372788,1267778,143
Unknown,369339,1264420,138
Unknown,374415,1269405,145
Unknown,368617,1263700,137
Unknown,367776,1262859,136
Unknown,376265,1271254,147
Unknown,371272,1266262,140
Unknown,374452,1269442,145
Unknown,373417,1268407,144
Unknown,374253,1269243,145
Unknown,367322,1262405,134
Unknown,367910,1262993,136
Unknown,372313,1267303,141
Unknown,371237,1266227,140
Unknown,374930,1269920,146
Unknown,368721,1263804,137
Unknown,374436,1269426,145
Unknown,375762,1270751,147
Unknown,372194,1267184,141
Unknown,375909,1270898,147
Unknown,372236,1267226,141
Unknown,373662,1268652,144
Unknown,367896,1262979,136
Unknown,374515,1269505,145
Unknown,367294,1262377,134
Unknown,371352,1266342,140
Unknown,374669,1269659,145
Unknown,368924,1264007,137
Unknown,372244,1267234,141
Unknown,374652,1269642,145
Unknown,368846,1263929,137
Unknown,375767,1270756,147
Unknown,376246,1271235,147
Unknown,373469,1268459,144
Unknown,375710,1270699,147
Unknown,367958,1263041,136
Unknown,374420,1269410,145
Unknown,372958,1267948,143
Unknown,367302,1262385,134
Unknown,368138,1263221,136
Unknown,368901,1263984,137
Unknown,374179,1269169,145
Unknown,372786,1267776,143
Unknown,368548,1263631,137
Unknown,374674,1269664,145
Unknown,374670,1269660,145
Unknown,375788,1270777,147
Unknown,371006,1265997,140
Unknown,375659,1270648,147
Unknown,368862,1263945,137
Unknown,372172,1267162,141
Unknown,367848,1262931,136
Unknown,375861,1270850,147
Unknown,367949,1263032,136
Unknown,373540,1268530,144
Unknown,373656,1268646,144
Unknown,375590,1270579,147
Unknown,376226,1271215,147
Unknown,368795,1263878,137
Unknown,372037,1267027,141
Unknown,375646,1270635,147
Unknown,372309,1267299,141
Unknown,373654,1268644,144
Unknown,374339,1269329,145
Unknown,372880,1267870,143
Unknown,372160,1267150,141
Unknown,374331,1269321,145
Unknown,369344,1264425,138
Unknown,373633,1268623,144
Unknown,369345,1264426,138
Unknown,368783,1263866,137
"Propane, 1,1-dimethoxy-",375852,1270841,147
Unknown,367983,1263066,136
Unknown,367278,1262361,134
Unknown,372926,1267916,143
Unknown,374632,1269622,145
Unknown,374574,1269564,145
Unknown,367775,1262858,136
Unknown,372291,1267281,141
Unknown,371293,1266283,140
Unknown,371517,1266507,140
Unknown,368563,1263646,137
Unknown,375996,1270985,147
Unknown,367891,1262974,136
Unknown,372790,1267780,143
Unknown,372997,1267987,143
Unknown,371399,1266389,140
Unknown,368938,1264021,137
Unknown,367826,1262909,136
Unknown,372124,1267114,141
Unknown,374390,1269380,145
Unknown,372047,1267037,141
Unknown,372231,1267221,141
Unknown,368981,1264064,137
Unknown,372998,1267988,143
Unknown,375605,1270594,147
Unknown,375895,1270884,147
Unknown,367309,1262392,134
Unknown,374566,1269556,145
Unknown,374680,1269670,145
Unknown,368040,1263123,136
Unknown,368695,1263778,137
Unknown,368030,1263113,136
Unknown,374275,1269265,145
Unknown,372304,1267294,141
Unknown,373463,1268453,144
Unknown,372924,1267914,143
Unknown,374501,1269491,145
Unknown,368986,1264069,137
Unknown,368954,1264037,137
Unknown,372092,1267082,141
Unknown,375511,1270500,147
Unknown,375545,1270534,147
Unknown,372227,1267217,141
Unknown,375488,1270477,147
Unknown,374916,1269906,146
Unknown,374361,1269351,145
Unknown,375793,1270782,147
Unknown,376378,1271367,147
Unknown,367808,1262891,136
Unknown,372109,1267099,141
Unknown,374623,1269613,145
Unknown,368628,1263711,137
Unknown,372245,1267235,141
Unknown,368918,1264001,137
Unknown,376278,1271267,147
Unknown,376294,1271283,147
Unknown,367285,1262368,134
Unknown,375700,1270689,147
Unknown,374362,1269352,145
Unknown,368018,1263101,136
Unknown,374332,1269322,145
Unknown,368778,1263861,137
Unknown,373546,1268536,144
Unknown,371193,1266183,140
Unknown,375639,1270628,147
Unknown,368675,1263758,137
Unknown,368956,1264039,137
Unknown,374116,1269106,145
Unknown,368786,1263869,137
Unknown,374866,1269856,146
Unknown,372727,1267717,143
Unknown,372925,1267915,143
Unknown,367887,1262970,136
Unknown,373593,1268583,144
Unknown,367328,1262411,134
Unknown,372933,1267923,143
Unknown,370867,1265858,140
Unknown,376072,1271061,147
Unknown,368580,1263663,137
Unknown,367962,1263045,136
Unknown,375512,1270501,147
Unknown,371115,1266105,140
Unknown,374297,1269287,145
Unknown,371055,1266045,140
Unknown,370896,1265887,140
Unknown,373661,1268651,144
Unknown,368948,1264031,137
Unknown,372975,1267965,143
Unknown,373396,1268386,144
Unknown,371281,1266271,140
Unknown,367974,1263057,136
"Methyl galactoside (1S,2S,3S,4R,5R)-, 4TMS derivative",375370,1270359,147
Unknown,374469,1269459,145
Unknown,375662,1270651,147
Unknown,372105,1267095,141
"Ethyl .alpha.-D-glucopyranoside, 4TMS derivative",375403,1270392,147
Unknown,368094,1263177,136
Unknown,372206,1267196,141
Unknown,371269,1266259,140
Unknown,368027,1263110,136
Unknown,372090,1267080,141
Unknown,367275,1262358,134
Unknown,374413,1269403,145
Unknown,372911,1267901,143
Unknown,372300,1267290,141
Unknown,369144,1264225,138
Unknown,369181,1264262,138
Unknown,373414,1268404,144
Unknown,372085,1267075,141
Unknown,368139,1263222,136
Unknown,367903,1262986,136
Unknown,367306,1262389,134
Unknown,376394,1271383,147
Unknown,374524,1269514,145
Unknown,372136,1267126,141
Unknown,374631,1269621,145
Unknown,376029,1271018,147
Unknown,372261,1267251,141
Unknown,375764,1270753,147
Unknown,375533,1270522,147
Unknown,368828,1263911,137
Unknown,368860,1263943,137
Unknown,368154,1263237,136
Unknown,372823,1267813,143
Unknown,367330,1262413,134
Unknown,374444,1269434,145
Unknown,374219,1269209,145
Unknown,372103,1267093,141
Unknown,371164,1266154,140
Unknown,368872,1263955,137
Unknown,371111,1266101,140
Unknown,374364,1269354,145
Unknown,368574,1263657,137
Unknown,376122,1271111,147
Unknown,374453,1269443,145
Unknown,374877,1269867,146
Unknown,376250,1271239,147
Unknown,368664,1263747,137
Unknown,368946,1264029,137
Unknown,374686,1269676,145
Unknown,368079,1263162,136
Unknown,367316,1262399,134
Unknown,372188,1267178,141
Unknown,371321,1266311,140
Unknown,374695,1269685,145
Unknown,373007,1267997,143
Unknown,369298,1264379,138
Unknown,368121,1263204,136
Unknown,367332,1262415,134
Unknown,373380,1268370,144
Unknown,373509,1268499,144
Unknown,367852,1262935,136
Unknown,368959,1264042,137
Unknown,371385,1266375,140
Unknown,367858,1262941,136
Unknown,367925,1263008,136
Unknown,368733,1263816,137
Unknown,374204,1269194,145
Unknown,368615,1263698,137
Unknown,374696,1269686,145
Unknown,367345,1262428,134
Unknown,376193,1271182,147
Unknown,372209,1267199,141
Unknown,373539,1268529,144
Unknown,367312,1262395,134
Unknown,375749,1270738,147
Unknown,373666,1268656,144
Unknown,367297,1262380,134
Unknown,368879,1263962,137
Unknown,374703,1269693,145
Unknown,372297,1267287,141
Unknown,375747,1270736,147
Unknown,376324,1271313,147
Unknown,372280,1267270,141
Unknown,372990,1267980,143
Unknown,372248,1267238,141
Unknown,371077,1266067,140
Unknown,372819,1267809,143
Unknown,373648,1268638,144
Unknown,373664,1268654,144
Unknown,371018,1266009,140
Unknown,374863,1269853,146
Unknown,375769,1270758,147
Unknown,368004,1263087,136
Unknown,368103,1263186,136
Unknown,375809,1270798,147
Unknown,372120,1267110,141
Unknown,374707,1269697,145
Unknown,374262,1269252,145
Unknown,375494,1270483,147
Unknown,374351,1269341,145
Unknown,368988,1264071,137
Unknown,372087,1267077,141
Unknown,376292,1271281,147
Unknown,367897,1262980,136
Unknown,372963,1267953,143
Unknown,373536,1268526,144
Unknown,375789,1270778,147
Unknown,371149,1266139,140
Unknown,368817,1263900,137
Unknown,374596,1269586,145
Unknown,372702,1267692,143
Unknown,372126,1267116,141
Unknown,372828,1267818,143
Unknown,376389,1271378,147
Unknown,368056,1263139,136
Unknown,372988,1267978,143
Unknown,367283,1262366,134
Unknown,374282,1269272,145
Unknown,371266,1266256,140
Unknown,372228,1267218,141
Unknown,374151,1269141,145
Unknown,372915,1267905,143
Unknown,371013,1266004,140
Unknown,375493,1270482,147
Unknown,376284,1271273,147
Unknown,375276,1270265,147
Unknown,372302,1267292,141
Unknown,368855,1263938,137
Unknown,374276,1269266,145
Unknown,374357,1269347,145
Unknown,373481,1268471,144
Unknown,369342,1264423,138
Unknown,367288,1262371,134
Unknown,368611,1263694,137
Unknown,373609,1268599,144
Unknown,374672,1269662,145
Unknown,372296,1267286,141
Unknown,368915,1263998,137
Unknown,367990,1263073,136
Unknown,375731,1270720,147
Unknown,371201,1266191,140
Unknown,373458,1268448,144
Unknown,376056,1271045,147
Unknown,374147,1269137,145
Unknown,367847,1262930,136
Unknown,373560,1268550,144
Unknown,372056,1267046,141
Unknown,368072,1263155,136
Unknown,374554,1269544,145
Unknown,368690,1263773,137
Unknown,367337,1262420,134
Unknown,372877,1267867,143
Unknown,368985,1264068,137
Unknown,375785,1270774,147
Unknown,371421,1266411,140
Unknown,368765,1263848,137
Unknown,367877,1262960,136
"3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether (isomer 1)",375456,1270445,147
Unknown,374412,1269402,145
Unknown,368049,1263132,136
Unknown,374543,1269533,145
Unknown,368626,1263709,137
Unknown,374871,1269861,146
Unknown,374108,1269098,145
Unknown,374404,1269394,145
Unknown,368835,1263918,137
Unknown,372225,1267215,141
Unknown,372106,1267096,141
Unknown,375782,1270771,147
Unknown,376243,1271232,147
Unknown,373652,1268642,144
Unknown,371053,1266043,140
Unknown,368716,1263799,137
Unknown,367314,1262397,134
Unknown,367982,1263065,136
Unknown,372088,1267078,141
Unknown,375666,1270655,147
Unknown,372255,1267245,141
Unknown,368579,1263662,137
Unknown,368015,1263098,136
Unknown,372695,1267685,143
Unknown,374266,1269256,145
Unknown,375986,1270975,147
Unknown,374406,1269396,145
Unknown,372234,1267224,141
Unknown,372962,1267952,143
Unknown,367327,1262410,134
Unknown,368932,1264015,137
Unknown,374663,1269653,145
Unknown,367937,1263020,136
Unknown,376273,1271262,147
Unknown,372742,1267732,143
Unknown,373624,1268614,144
Unknown,368156,1263239,136
Unknown,368142,1263225,136
Unknown,372190,1267180,141
Unknown,371360,1266350,140
Unknown,373621,1268611,144
Unknown,374293,1269283,145
Unknown,371283,1266273,140
Unknown,368691,1263774,137
"Malonic acid, bis(2-trimethylsilylethyl ester",375556,1270545,147
"Arbutin, 5O-TMS",375682,1270671,147
Unknown,374838,1269828,146
Unknown,374218,1269208,145
Unknown,371194,1266184,140
Unknown,374336,1269326,145
Unknown,368688,1263771,137
Unknown,374923,1269913,146
Unknown,374129,1269119,145
Unknown,372249,1267239,141
Unknown,369336,1264417,138
Unknown,368631,1263714,137
Unknown,372817,1267807,143
Unknown,372980,1267970,143
Unknown,371279,1266269,140
Unknown,374489,1269479,145
Unknown,371024,1266015,140
Unknown,376331,1271320,147
Unknown,367933,1263016,136
Unknown,368766,1263849,137
Unknown,372301,1267291,141
Unknown,368989,1264072,137
Unknown,372177,1267167,141
Unknown,368153,1263236,136
Unknown,370938,1265929,140
Unknown,372937,1267927,143
Unknown,374295,1269285,145
Unknown,376202,1271191,147
Unknown,374227,1269217,145
Unknown,372141,1267131,141
Unknown,373499,1268489,144
Unknown,368957,1264040,137
Unknown,371361,1266351,140
Unknown,375607,1270596,147
Unknown,375763,1270752,147
Unknown,368107,1263190,136
"Nonaethylene glycol, 2TMS derivative",370782,1265774,140
Unknown,368569,1263652,137
"Nonaethylene glycol, 2TMS derivative",370745,1265738,140
Unknown,370716,1265710,140
Unknown,372857,1267847,143
Unknown,374190,1269180,145
Unknown,368857,1263940,137
Unknown,372955,1267945,143
Unknown,374434,1269424,145
Unknown,370784,1265776,140
Unknown,375804,1270793,147
Unknown,367924,1263007,136
Unknown,368813,1263896,137
Unknown,372135,1267125,141
Unknown,375776,1270765,147
Unknown,372132,1267122,141
Unknown,373623,1268613,144
Unknown,373000,1267990,143
Unknown,368046,1263129,136
Unknown,370859,1265850,140
Unknown,374690,1269680,145
Unknown,367907,1262990,136
Unknown,372326,1267316,141
Unknown,374387,1269377,145
Unknown,367863,1262946,136
Unknown,371183,1266173,140
Unknown,371113,1266103,140
Unknown,369318,1264399,138
Unknown,370752,1265745,140
Unknown,372859,1267849,143
Unknown,373594,1268584,144
Unknown,375663,1270652,147
Unknown,372219,1267209,141
Unknown,372270,1267260,141
Unknown,374423,1269413,145
Unknown,371526,1266516,140
Unknown,375508,1270497,147
Unknown,367977,1263060,136
Unknown,368904,1263987,137
Unknown,368730,1263813,137
Unknown,372159,1267149,141
Unknown,368013,1263096,136
Unknown,376222,1271211,147
Unknown,375675,1270664,147
Unknown,368714,1263797,137
Unknown,369282,1264363,138
Unknown,374518,1269508,145
Unknown,368814,1263897,137
Unknown,372260,1267250,141
Unknown,367338,1262421,134
Unknown,367821,1262904,136
Unknown,372791,1267781,143
Unknown,375819,1270808,147
Unknown,374573,1269563,145
Unknown,373577,1268567,144
Unknown,374201,1269191,145
Unknown,374685,1269675,145
Unknown,372324,1267314,141
Unknown,374890,1269880,146
Unknown,369308,1264389,138
Unknown,375780,1270769,147
Unknown,368750,1263833,137
Unknown,371262,1266252,140
Unknown,376391,1271380,147
Unknown,371366,1266356,140
Unknown,372295,1267285,141
Unknown,375683,1270672,147
Unknown,372138,1267128,141
Unknown,372741,1267731,143
Unknown,368919,1264002,137
Unknown,368082,1263165,136
Unknown,367313,1262396,134
Unknown,368532,1263615,137
Unknown,373348,1268338,144
Unknown,374305,1269295,145
Unknown,374316,1269306,145
Unknown,375696,1270685,147
Unknown,367976,1263059,136
Unknown,368723,1263806,137
Unknown,368697,1263780,137
Unknown,374251,1269241,145
Unknown,368132,1263215,136
Unknown,367303,1262386,134
Unknown,374624,1269614,145
Unknown,372129,1267119,141
Unknown,374846,1269836,146
Unknown,372183,1267173,141
Unknown,368994,1264077,137
Unknown,372967,1267957,143
Unknown,374907,1269897,146
Unknown,375194,1270183,147
Unknown,376237,1271226,147
Unknown,368998,1264081,137
Unknown,372203,1267193,141
Unknown,375228,1270217,147
Unknown,372153,1267143,141
Unknown,375140,1270129,147
Unknown,367835,1262918,136
Unknown,375174,1270163,147
Unknown,368145,1263228,136
Unknown,375903,1270892,147
Unknown,368774,1263857,137
Unknown,374235,1269225,145
Unknown,373391,1268381,144
Unknown,374650,1269640,145
Unknown,371207,1266197,140
Unknown,367917,1263000,136
Unknown,367318,1262401,134
Unknown,376384,1271373,147
Unknown,375207,1270196,147
Unknown,372162,1267152,141
Unknown,374659,1269649,145
Unknown,374556,1269546,145
Unknown,372131,1267121,141
Unknown,374242,1269232,145
Unknown,373646,1268636,144
Unknown,372806,1267796,143
Unknown,367935,1263018,136
Unknown,372273,1267263,141
Unknown,368644,1263727,137
Unknown,368937,1264020,137
Unknown,375145,1270134,147
Unknown,374575,1269565,145
Unknown,374378,1269368,145
Unknown,368840,1263923,137
Unknown,374514,1269504,145
Unknown,367854,1262937,136
Unknown,376034,1271023,147
Unknown,373587,1268577,144
Unknown,372869,1267859,143
Unknown,375056,1270046,147
Unknown,368821,1263904,137
Unknown,372897,1267887,143
Unknown,368667,1263750,137
Unknown,372982,1267972,143
Unknown,375169,1270158,147
Unknown,375547,1270536,147
Unknown,374289,1269279,145
Unknown,368800,1263883,137
Unknown,372709,1267699,143
Unknown,372281,1267271,141
Unknown,368731,1263814,137
Unknown,375944,1270933,147
Unknown,367991,1263074,136
Unknown,374644,1269634,145
Unknown,372161,1267151,141
Unknown,368017,1263100,136
Unknown,373663,1268653,144
Unknown,372323,1267313,141
Unknown,368133,1263216,136
Unknown,375179,1270168,147
Unknown,368663,1263746,137
Unknown,372315,1267305,141
Unknown,372813,1267803,143
Unknown,371338,1266328,140
Unknown,373569,1268559,144
Unknown,368969,1264052,137
Unknown,369288,1264369,138
Unknown,372081,1267071,141
Unknown,368063,1263146,136
Unknown,374551,1269541,145
Unknown,374935,1269925,146
Unknown,374405,1269395,145
Unknown,368745,1263828,137
"Sucrose, 8TMS derivative",374962,1269952,147
Unknown,374313,1269303,145
Unknown,367833,1262916,136
Unknown,372241,1267231,141
Unknown,368724,1263807,137
Unknown,368097,1263180,136
Unknown,374638,1269628,145
Unknown,372987,1267977,143
Unknown,372251,1267241,141
Unknown,374607,1269597,145
Unknown,376194,1271183,147
Unknown,375037,1270027,147
Unknown,373444,1268434,144
Unknown,372613,1267603,143
Unknown,367923,1263006,136
"Sucrose, 8TMS derivative",374978,1269968,147
Unknown,371260,1266250,140
"Sucrose, 8TMS derivative",374959,1269949,147
"D-(+)-Turanose, octakis(trimethylsilyl) ether",374961,1269951,147
Unknown,372560,1267550,143
Unknown,373658,1268648,144
Unknown,374329,1269319,145
Unknown,374239,1269229,145
Unknown,374592,1269582,145
Unknown,372513,1267503,143
Unknown,367890,1262973,136
Unknown,369184,1264265,138
Unknown,368897,1263980,137
Unknown,372230,1267220,141
Unknown,372247,1267237,141
Unknown,373226,1268216,144
Unknown,374969,1269959,147
Unknown,369154,1264235,138
Unknown,374314,1269304,145
Unknown,374898,1269888,146
Unknown,368694,1263777,137
"Sucrose, 8TMS derivative",374963,1269953,147
Unknown,367908,1262991,136
Unknown,373434,1268424,144
Unknown,367822,1262905,136
Unknown,373001,1267991,143
Unknown,372151,1267141,141
Unknown,367307,1262390,134
Unknown,372539,1267529,143
Unknown,375871,1270860,147
Unknown,374649,1269639,145
Unknown,372311,1267301,141
"Sucrose, 8TMS derivative",375846,1270835,147
Unknown,368845,1263928,137
Unknown,371101,1266091,140
Unknown,375204,1270193,147
Unknown,371252,1266242,140
Unknown,368669,1263752,137
Unknown,374264,1269254,145
Unknown,375098,1270087,147
Unknown,374349,1269339,145
"D-(+)-Turanose, octakis(trimethylsilyl) ether",375065,1270055,147
Unknown,369326,1264407,138
Unknown,368944,1264027,137
Unknown,368080,1263163,136
Unknown,371230,1266220,140
Unknown,373497,1268487,144
Unknown,372906,1267896,143
Unknown,368666,1263749,137
Unknown,372282,1267272,141
Unknown,370436,1265436,140
Unknown,370610,1265604,140
Unknown,375054,1270044,147
Unknown,375647,1270636,147
Unknown,374197,1269187,145
Unknown,375279,1270268,147
Unknown,368803,1263886,137
Unknown,372237,1267227,141
Unknown,367298,1262381,134
Unknown,374642,1269632,145
Unknown,368045,1263128,136
Unknown,374848,1269838,146
Unknown,373406,1268396,144
Unknown,374546,1269536,145
Unknown,375168,1270157,147
Unknown,368947,1264030,137
Unknown,367308,1262391,134
Unknown,374097,1269087,145
"Galactopyranose, 5TMS derivative",375167,1270156,147
Unknown,370427,1265428,140
Unknown,367913,1262996,136
Unknown,370446,1265446,140
"3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether (isomer 2)",375085,1270075,147
Unknown,372944,1267934,143
Unknown,372239,1267229,141
Unknown,372972,1267962,143
Unknown,368130,1263213,136
Unknown,372201,1267191,141
Unknown,375110,1270099,147
Unknown,372949,1267939,143
Unknown,370453,1265453,140
Unknown,368119,1263202,136
Unknown,368685,1263768,137
Unknown,367336,1262419,134
Unknown,374384,1269374,145
Unknown,367995,1263078,136
Unknown,368966,1264049,137
Unknown,374936,1269926,146
Unknown,374306,1269296,145
Unknown,372212,1267202,141
Unknown,368832,1263915,137
Unknown,373585,1268575,144
Unknown,370748,1265741,140
Unknown,374343,1269333,145
Unknown,374532,1269522,145
Unknown,375431,1270420,147
Unknown,372216,1267206,141
Unknown,369120,1264201,138
Unknown,372836,1267826,143
Unknown,374525,1269515,145
Unknown,372938,1267928,143
Unknown,368113,1263196,136
Unknown,368529,1263612,137
"D-(+)-Turanose, octakis(trimethylsilyl) ether",375184,1270173,147
"D-(+)-Turanose, octakis(trimethylsilyl) ether",375324,1270313,147
Unknown,373383,1268373,144
Unknown,368009,1263092,136
Unknown,375430,1270419,147
Unknown,375292,1270281,147
"HEPES, 2TBDMS derivative",369022,1264103,138
"HEPES, 2TBDMS derivative",369027,1264108,138
"HEPES, 2TBDMS derivative",369043,1264124,138
Unknown,376023,1271012,147
Unknown,371460,1266450,140
"HEPES, 2TBDMS derivative",369038,1264119,138
Unknown,369133,1264214,138
Unknown,376397,1271386,147
Unknown,375525,1270514,147
Unknown,371427,1266417,140
"HEPES, 2TBDMS derivative",369076,1264157,138
Unknown,371299,1266289,140
Unknown,371508,1266498,140
Unknown,369087,1264168,138
Unknown,371425,1266415,140
Unknown,375660,1270649,147
Unknown,375984,1270973,147
Unknown,371189,1266179,140
Unknown,375651,1270640,147
