Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
1479,0,0,2596,0,0,661406,740788,805596,0,0,0,157608,38578,163135
4144084,4029736,4640555,2084456,2483298,2044697,11073486,13354416,12959717,193043,227921,210688,3361213,626951,3385740
7500673,7766507,8288326,1571693,1655101,1499738,11045549,14038779,13188661,622094,671816,703781,25366699,6362059,28020018
1236527,1389448,1499707,1034080,1035883,959780,7616070,8995505,8909100,135864,133996,150096,6288378,1544189,6861031
143432,140230,158288,11237596,11850565,11001335,17087488,20246749,20719673,650805,709308,670704,4011161,883299,3956091
332692,337227,354653,6626207,7065609,6717563,17689270,22165514,19369089,932706,1018346,990650,37628167,8097560,37316973
2979,0,0,70193,76737,67570,278979,395414,424054,6673,0,19968,62868,2122,56896
19178,10213,7373,102882,111469,92647,614545,704824,649134,9822,14553,11598,415064,145951,431220
0,0,0,0,3637,0,963763,1244586,1101611,0,0,0,100149,6432,104400
0,0,0,0,0,0,443469,497787,470549,0,0,0,12069,0,11560
17860,17702,32166,0,3173,5277,168128,199613,190645,0,2915,0,159231,30452,171450
16765,8560,15512,0,0,0,135099,144079,142693,0,0,0,18427,315,23165
323884,319265,345616,0,0,0,116229,178301,94204,0,0,0,318085,49075,297642
79889,81779,96146,9831,18836,17695,263624,376023,316408,0,0,0,433208,98181,474856
53505,48541,61848,583691,637156,581904,6676645,7796966,6976676,10505,16836,23944,231938,50465,231295
116578,107256,128930,299091,315936,312477,5224779,6529403,5854161,22006,22394,28274,3303767,722254,3348409
1328978,1394324,1416745,1585853,1656861,1528903,5140401,5925919,5923892,284794,325510,303840,2338821,594098,3216645
1911068,1784870,1981333,1224101,1434789,1347379,4228857,5214534,4924407,359676,413950,346465,13254175,2806777,13122295
0,5057,0,27835,23421,27336,131306,166877,141194,0,0,3615,658077,262047,668901
4212,0,0,29647,23224,32113,144919,183511,163141,0,5217,3960,316574,5236,272591
205582,200658,211644,153655,146657,142743,3670285,4451905,4343527,4441,2249,3132,0,0,6140
223120,244724,276604,58255,70563,58939,2675877,3334709,3339709,0,0,3395,181505,30992,206953
14648,18857,17742,198739,242327,194954,3610644,4507776,3970094,0,3825,0,34702,1291,55193
57782,70748,78717,99630,107756,108720,2666905,3281680,2851614,2431,3813,0,438176,111396,446694
366228,354352,384990,0,298,2791,640508,866435,776751,0,2870,0,279619,33812,274396
775127,1122147,852669,1841,12030,7413,1047231,1235929,1184064,4963,16385,10015,506855,130583,671214
1190830,1192500,1267878,13644,12030,7413,1123385,1339542,1260770,12641,16385,7553,1887923,489851,1943641
0,0,0,454435,508136,439895,149636,179193,173976,0,0,0,0,0,0
179661,189172,232135,971400,1046680,1015788,28005,37553,33256,46276,42567,44735,975438,237836,1012308
0,0,0,0,0,0,0,0,0,294032,303407,293401,35407,28192,53867
0,0,0,604736,654972,622307,16770,31165,29000,8501,5369,3548,8869,0,17709
13366,10228,24076,174998,197359,155599,110467,146871,132259,4168,0,4828,210561,49250,234362
65608,75995,91861,1322497,1361515,1258564,92219,117437,106115,56077,71188,69182,139820,19352,125904
143426,125890,145614,583754,618223,593296,29967,59958,64796,77961,102463,100076,99564,7711,115986
104495,102918,124674,9353680,9876883,9046991,448533,529224,531764,633109,655046,644965,1159478,285371,1191578
220170,219208,226801,128965,139760,126070,20803,31707,31679,20028,12193,17083,606123,143769,644596
352772,397874,513619,174532,211017,186143,1955754,2303887,2247370,8052,28233,12550,440797,83727,418636
0,3243,0,38577,41913,39370,461686,567203,562343,0,0,0,0,0,0
56003,60572,78113,307359,354379,327339,709127,792341,787730,0,0,0,42922,2207,36751
1263622,1295508,1846406,7540318,7852664,7207883,17298916,18138306,19570212,304318,334492,297745,588298,150843,639907
629416,674329,728919,54415,57731,46167,350084,401653,385441,8512,11211,3421,0,3975,9859
13508,13966,39451,672485,714460,637205,961830,1076224,1101152,17392,7081,15862,41672,15748,49727
25128,21455,15959,449592,455759,494809,872674,997696,941758,16309,3099,5805,386316,93633,412257
731142,689401,806523,849462,977667,857254,631525,763131,727225,13725,20247,16984,357049,89541,368894
541416,521597,561829,916857,998641,942717,744873,893962,890654,66798,98514,101404,96490,16718,107012
240104,279854,280734,15275,11523,8285,320836,389302,376272,3099,3724,3983,0,0,0
333461,322303,355192,6190,3156,2680,226124,274040,300178,0,0,0,0,0,2705
23916,8182,13926,19975,28813,31012,295830,386245,337217,1457,10289,8563,520,521,13950
902396,911852,979627,5488,0,6553,81107,109930,105778,6682,10375,2834,246885,64964,260070
450463,452341,532606,918058,985416,882843,167586,226691,215751,94628,106617,99578,57765,10256,67920
960336,963507,1172537,1556328,1619123,1530931,116628,141611,123653,79266,96121,86905,94124,11024,90758
1282020,1281268,1433288,329328,353621,310696,18543,17245,20207,13956,19543,21934,8604,0,12279
179857,219085,249874,147184,176493,129598,5406812,5664277,5606406,63108,52857,36594,104186,12386,60880
8354,4634,0,4525,0,10012,72333,68089,59383,0,3821,0,3186,6556,586
10860,21002,14931,88931,80550,51214,36151,37547,46103,9492,7964,5435,56408,7192,64281
22009,22707,26559,89025,97238,82764,242756,272267,239852,25167,24950,6618,213979,74034,210658
2235568,2497332,2831826,598162,648328,531245,569496,662576,632174,45085,50195,48277,61554,11909,46073
169889,156579,181008,3780,4374,4562,906280,1110121,1107721,0,0,2315,0,0,3660
3661585,3755012,5069458,597225,621383,553931,772203,1029425,953701,58094,57170,52386,50910,15858,32628
2045036,1979656,2029857,291839,296128,334219,3346764,3775333,3593820,0,0,0,3733,0,3129
219752,219624,227769,254529,264266,211282,6637057,7678148,7559444,0,3468,6258,5925,0,0
0,0,0,0,2397,0,326180,403479,384685,11562,0,0,2092,0,2300
3961,6070,3062,2800,3866,14266,4494,2654,0,3930,2502,4165,428240,311942,607717
194293,202688,73469,128384,718832,423935,559229,155652,109046,230227,124777,196785,274715,18541,280977
36590,34296,37457,0,0,0,1296391,1421519,1480308,0,0,0,0,0,0
2985042,2776532,3109829,59012,51093,53439,3665444,4009088,3797548,0,0,0,0,0,0
7958,6428,13632,11947,17025,17198,56756,35271,39814,4627,6948,12800,5242,8448,2700
171705,187357,202497,17929,30890,17604,411121,465267,482820,0,0,0,0,0,0
5958,6581,9930,148604,157961,131823,697084,797680,811159,0,0,0,0,0,0
177239,178848,215639,0,0,0,270159,276790,289683,0,0,0,0,0,368
11970,12652,19949,0,0,0,268118,298999,320079,0,0,0,0,0,0
645441,708372,932758,0,0,0,0,0,0,0,0,0,0,0,0
2389100,2319118,2401261,3209316,3087473,2923807,6202638,6861086,6937427,1468313,1440406,1419844,41022,17078,42943
9632,14808,2281,42166,58054,36026,45108,23651,34426,37066,67546,18863,354056,111461,360649
593921,556579,783056,144662,165918,139117,70431,103888,98597,122918,150383,137499,321063,35527,308838
123626719,121872586,161471326,14146675,14953502,12100184,13645282,15704360,16133191,11566966,12696844,13064155,8809600,1272109,8618226
801672,783723,844011,158465,183778,169168,353179,469167,465295,310730,345928,329676,305003,53151,306842
6479448,7044473,10179650,5403844,5447962,5357656,9981370,11028731,11402348,1438755,1706164,1534845,729463,106384,723032
136042,98075,162565,2953938,3214159,3159678,7704785,9563583,9404044,407446,428468,571542,218468,36746,262104
306511,369208,338272,239244,269065,270422,1151409,1557817,1597623,133496,135104,135548,90048,3622,76887
463994116,504967780,721041272,47570908,49413046,44509533,73452576,82560477,80669148,53416228,58834898,61576128,19156129,3392388,19097729
180598069,178802199,211762627,24674202,26843097,21880021,90976751,121671130,110609043,25661896,28554607,29178486,26803531,5002903,27696877
1893185,1973047,2366366,100712,119918,104557,674698,891858,914100,144572,165361,166719,72134,0,118699
1087477,1114604,1139078,2417567,2695129,2426979,5080974,6321572,6219952,6622426,7862552,7830540,3727957,867293,3559166
2554159,2661510,2932751,7131374,7654684,6663812,9150839,10343641,9893622,715749,886910,860018,822483,129264,793061
7019970,7018436,12789075,4203385,4767844,3368787,7210405,7681475,7606318,653600,811270,751367,275346,36988,279821
2216342,2236337,2629939,666459,531238,524169,2759516,3306656,3178394,128969,177022,136944,117711,51507,165141
24715874,23507699,26444703,16198279,17007876,15121594,51816080,59700734,59300892,2862537,3431596,3649330,3273459,688286,3576205
1063565,1078524,1080610,9862491,11378432,9187454,20215012,23614421,25450671,4969577,5585148,5475453,3654878,680418,4291110
47764464,47127624,62132104,1272073,997258,693231,8410707,9360496,8543239,597191,825828,805895,165549,19903,194248
1899420,1704922,2013917,3082528,3375540,3329434,9854083,10723205,12320740,1227735,1463833,1393645,421203,75461,397595
939719,772727,987398,0,0,0,16669882,22320048,22478568,0,0,0,50943,5850,51334
90714,54704,39329,0,0,0,3276424,4628262,3927874,21236,0,0,8840,0,826
146273405,170688020,257775907,16676327,16902864,14533353,30340232,31557880,35750393,5641823,6073734,5757130,3332159,643814,2807950
534,1294,4242,1036046,1109135,1053429,99183,135307,139707,12715,14643,10078,1077,506,0
1857506995,1786941906,1964664005,377492744,394783954,345594201,940075204,1120226958,1054843372,240433456,273542754,251610728,331056794,80019255,380558038
350567,389573,315849,358372,418982,303410,4385744,5126851,5601944,392906,462515,469375,385708,41735,461707
80852902,69900999,89508868,1038665588,1122539996,1059041712,1069368716,1180738230,1224167958,945604300,1014547112,1005845992,725268080,206531394,761208608
396054,432986,480776,4328608,4524883,4377335,13678830,17394717,18676051,9386548,10335289,10119328,5529977,1248946,5683498
756752,863302,823106,14510724,15875587,14027200,49805240,65006450,67239286,6972314,7039783,6654072,9302853,1830744,9604943
3520814,3399192,3596372,6144139,7566252,5783230,40619758,48022886,49326146,6336832,7349154,7071403,6424656,1057552,6815471
643803,742504,702402,0,0,0,1705201,2327734,1795600,71372,143842,97339,29387,0,6241
36903,44356,98924,97176,116168,120391,41525,83776,88370,0,9070,0,0,0,6392
3852,9228,11518,95179,119586,103995,903975,1145238,1083938,113325,132643,131480,138048,7512,124077
511580,538322,606284,327520,380476,337216,1663663,1980100,2105367,548761,670667,569945,1556224,321635,1376228
649847,680205,941136,602736,681660,564297,3603666,4743602,4750182,3498,15550,20570,17921,0,14638
4844986,5326836,7017629,12650506,14908353,11391270,27257602,32488808,31157146,985650,1201657,1116326,1088975,220437,1080695
40436088,43034868,49942444,12780242,14008096,12238291,72157792,78207384,80279976,2258571,2740108,2586458,3250120,546580,3246243
4200451,3831520,4691092,29982142,31336972,27153252,41817656,47182860,48008796,5095260,6137696,6029604,4894688,795225,4409503
4149238,3703785,4399867,26137815,29195215,26482550,97117628,119039748,122478133,12119153,13295888,12924053,8688833,1369282,9535839
101134,110186,165307,503794,590502,525548,3012623,2827050,3193894,48076,17138,31599,29947,4275,24790
409761,411230,475605,2845613,2824406,2370078,9411915,12975564,11313263,1447711,1628960,1635784,1381930,243281,1350217
0,0,0,71375,67814,47961,585161,791320,771175,7187,9060,8928,137169,9813,128802
125707,134748,147115,990165,1101891,975149,5209710,6858369,6881088,354068,385152,413865,1378398,216392,1470382
8886198,9242550,9572214,25159,33642,90877,21752300,24947818,24183156,96903,205666,215401,28765,11388,116239
13821216,14388675,16661534,2930412,3420680,3103518,20082612,23774122,23574418,933439,1005353,1035147,495538,120408,533941
2070470,1934432,1993656,10143309,10499194,9041001,14571345,16283990,16918783,17697,54718,56871,73658,37387,189564
230504,241567,259416,1567297,1730138,1459702,931320,1253658,1280567,103724,102140,105694,55383,0,42980
1880996,2282546,3624084,400856,415996,346447,1517042,1552529,1694330,69479,75844,81214,136288,14987,159263
941560212,915470896,1057741008,78981949,76912348,72391300,1057284216,1174417276,1134295946,17823012,19470301,20156628,37500347,7558632,36581434
238083,257330,305618,384742,381996,398478,4025270,3845976,3642768,339435,376881,428641,558336,134454,608414
230848661,217616951,230997747,321093986,338018592,304486426,2044059172,2332231414,2193450410,230673232,264944498,252423824,390753208,76173227,384053188
16367334,16774022,19246233,51323434,54184088,52953406,173064004,201817940,187054208,103080504,122810833,114403472,73516182,14489617,83561089
26085850,25024072,29248518,104938012,112483566,99315698,496060504,574539679,579232931,40827087,49271430,51857163,132060578,28715101,147476972
2143027,2224091,1852523,2502639,2436039,2350258,692028,0,0,2820827,3130222,2717584,3782240,1491476,4230795
428397,503041,464655,22727313,25079492,21236014,39643038,51128269,51447867,5679620,6315324,5905580,24432823,4291761,23844972
2068929,1965576,2162139,5323828,5778938,4668253,37348736,43667600,45417396,2341683,2452710,2605256,11619772,1874360,11594095
235033992,227034204,270896228,160842558,179383109,140491133,455751214,571329048,523364326,107474701,121933533,124306096,390834576,79172924,448661652
255495,257843,205864,1244928,1056628,807911,2687589,3435830,3678352,334082,355725,398312,3345172,858499,3468927
1096,690,14115,289706,323761,296143,854703,1175493,1195836,109601,142210,138134,629858,117828,566393
853614,831166,832435,3874333,4105386,3845060,16599532,21832710,22786874,1739328,2056666,1925144,24163754,5474503,24598848
1683661,1696233,1754297,712556,887080,892550,3853913,5479029,5178849,696447,785706,779761,2086066,454853,2143556
508915,487113,569153,17944,2353,14425,224151,263547,260406,15033,16290,24289,669451,96371,622826
3702909,4022173,5374178,178239,182362,177715,4801720,6328742,6167606,43126,20670,16875,79256,10633,107255
580765,571129,724509,102202,130921,97483,3681526,4507934,4492750,2770,1751,451,4390,0,16135
2229956,2390394,2950970,802708,916597,863274,12603013,13964759,13128161,620956,629383,632957,716282,118489,722344
1480264,1464390,1523912,986771,1021499,989547,20777412,24942180,23702734,405086,495583,443399,680145,96008,688865
273427,201840,55567,1615473,1467179,1346153,15979758,19311694,18022574,390451,419664,432972,850638,129069,840745
39216,54769,34548,2435900,2607460,2331039,34518656,41282700,38720752,413067,465012,482218,1389762,300834,1509950
268730,269926,345544,3377241,3736487,3530424,16684290,20073227,20247400,633987,776484,721068,2417647,512599,2760983
3019443,2496860,3161174,3654444,3644145,3202614,42787112,47440764,48773508,1292542,1551670,1523819,4447544,687034,4270332
121380,140430,153324,239864,245920,213252,2877926,3853258,3746894,0,0,0,134361,3178,165420
450043,426837,558519,568656,629151,496897,5669475,6762391,6598061,39822,42370,34590,936318,86574,897929
3385273,3237142,4375572,3497049,4242728,2944116,39385040,48389716,44235628,461419,559445,589931,136199,10062,154110
811638,704726,932136,75329,94332,83500,71813,93909,25966,205636,224310,216266,413941,269640,366494
78655,81377,66076,3764,0,0,379305,489012,474999,3019,0,3080,292006,53388,300486
121191984,72237048,131007456,689452,690182,613570,13078321,13651000,13575549,1743389,1822204,1890007,1140386,166988,1000749
282925,332975,357086,32731,96638,21882,427438,463028,643269,58454,44284,96875,40687,5673,30759
2656906,2394127,2923758,0,0,0,286837,350008,276868,0,0,0,16539,0,6186
572954,668064,682994,49699,69602,67614,781612,828243,902622,0,0,0,9515,0,0
5897410,5746163,6901068,32975,345601,99936,247794,324948,252616,83747,108207,120856,153169,12298,143443
21974553,23432187,28233460,219324,211710,176593,3599648,4717495,4359997,91469,107124,81737,317957,40012,361222
21954871,19683375,23741021,1148992,1377269,1072186,39267096,53737331,49176927,452042,469210,486041,2639709,602516,2557126
3917602,3871910,3640925,950440,958862,1073218,6769370,974787,830240,342100,365792,359555,836795,152269,872184
18056877,19491866,22310440,17471552,20198973,17508499,1178542514,1279419790,1327085456,4727916,5761543,5326822,50359794,8905351,52342017
5628513,5138856,6240192,3227998,3403522,2837445,56009938,59662855,60043162,2200336,2772302,2713747,10221008,1606154,9734357
47753835,42599311,48782887,15791801,15531315,13649864,289221427,354230433,346696870,5917704,6192741,6166848,13935691,2136260,14625518
207638652,199418420,208294117,37771119,39988414,33866203,993133062,1103478829,1062050488,39924319,43830747,47220888,183789630,39497218,184876522
59450516,54627728,66139392,25988502,25510168,25152352,230910740,280647600,279413640,17726746,18193434,19281676,53664287,12612104,55861780
45351440,45331812,55183521,4927020,5611107,5085913,122916118,161009347,159788160,2730140,3513265,3654165,25627475,5058957,29503252
782091,866404,799716,9034687,9966952,9385593,15556137,20701653,22344473,973205,1071884,1090893,7049150,1579431,7118437
204476848,202253784,208993920,2234384,2424813,2026439,89304020,105859842,115300142,6980818,7459158,7895696,166379868,28204831,174094311
3411,2771,4229,62439,100633,77746,127841,156918,146007,81870,136638,30031,521939,91765,457140
0,0,0,1300525,1201865,1159725,2268722,0,393174,1447859,1739462,1602153,5915185,1750666,6392244
83101,64630,98429,461706,489188,428371,934897,1217613,1196968,77578,93555,65400,926625,205239,874717
956942,987338,1099179,115856,125254,98594,347368,404003,429695,95082,116840,90631,532704,200005,512451
36984,26382,149649,8934,30961,16038,9670233,10777172,10681211,0,0,0,29727,3706,31306
584361,575347,724797,511256,527530,486017,18646211,21404474,20290624,31863,24611,22487,50568,0,91071
196716,248497,352171,6904,24465,15189,7725326,8157245,7770614,0,34713,6267,202569,14037,221294
19727,0,5945,266933,333868,273310,9415969,11017953,11079523,4282,7471,63614,143001,0,83022
327079,274949,378695,416783,274661,276692,21702152,23485696,24235372,50840,87841,54294,386927,36336,340488
31023,38632,41860,0,8146,0,2749446,3458508,3512657,0,5541,0,616864,105757,613053
901218,898659,1056686,0,0,0,5329302,6002984,6018668,13433,10932,0,889627,182908,977492
1132725,1354921,2348799,0,0,0,3171,27532,11857,0,0,0,3586,0,0
2556333,2607286,3373166,678,0,0,37359,92604,51168,0,0,0,451,0,16376
2504238,2758438,3399673,5422,0,0,16557,27903,22141,0,0,0,3610,0,16376
1176610,1164934,1658438,19093,15472,5687,1678357,1982974,1989512,5616,6118,4588,20445,0,47656
1743544,1792104,2189935,20610,9329,18038,2363211,3133558,2982343,0,3657,0,49971,8951,50633
42688091,43199882,49573533,3542517,3936605,3419449,564689412,676282300,595802806,1363237,1531979,1417009,4200765,661264,3676650
4722505,9096017,10211298,4159940,5055655,4175469,402636976,471767806,482006721,1503365,1722784,1965962,11171848,2160968,11195765
29603601,28898500,36821382,580819,640588,608170,84056110,95185374,94995015,397654,488126,450633,4616487,777478,4615455
7461132,6620400,7637676,123604,170188,144157,5335750,5968134,5983771,157920,217500,207322,829324,137324,806647
671364,547578,783638,1091256,985800,1057945,9933544,12338701,12263830,284168,482019,454696,647606,105266,672599
1562150,1470014,336091,471226,517318,484963,4279784,4465068,4454094,694428,737119,826978,2871706,947851,2860794
1422743,1480325,1693101,965557,1040656,974012,37824636,43521077,44561743,622129,716249,763698,1499015,307404,1696336
