Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
1015465,818718,881612,719136,736184,592407,494507,691509,633944,558819,554768,684534,809874,102387,856613
217995,203698,203913,176455,158106,142499,149878,193036,182916,147104,136337,147686,170810,18406,188508
1043297,1003025,1152205,833555,801922,718176,712745,876188,767674,699716,638671,740057,928265,223790,991470
16548,4045,6975,4524,8812,9623,6247,3131,13013,5053,159496,9164,55514,6176,54771
117824,16685,17820,37338,14438,9356,8683,20553,16448,41391,2930554,29771,293715,66453,331397
42480,25555,379913,0,167488,2980,1251,8483,3613,97112,107920,93454,62664,26296,101982
89961,12956,660960,19356,290015,19425,21378,28352,21718,65545,71691,71483,119355,36972,143518
4632,0,0,1766,1754,744,5751,9277,13216,4274,2081,2829,2742,2537,0
19902,7586,3280,83547,101160,89551,1236854,1421600,1415728,119337,102646,142539,516337,61758,233136
0,0,0,0,0,0,60891,98322,80928,0,0,0,4732428,83972,3589960
461167,404416,442116,718354,750422,617942,411967,468649,479874,434010,437568,494350,582661,54469,554915
1194348,1159891,1355716,999464,1032816,905191,822287,1013630,1043109,761469,687376,838975,923000,224369,832778
4255185,4073664,4694433,3642309,3662502,3287858,3044448,3755056,3515404,2594934,2629251,2973373,3395270,834604,3070232
330064,333376,661978,148933,177083,156461,35168,49240,47366,29658,45519,31588,0,0,0
0,0,0,0,0,0,17809,33904,26167,0,0,0,2392066,25664,1909477
0,0,0,0,0,2523,5913,10368,3200,0,8607,2436,168388,39255,165888
852845,886692,875547,0,0,0,516021,584609,488777,39227,34153,12387,48822,0,46608
820055,779586,906726,459841,532465,397027,411486,376037,446742,262720,245247,268876,298448,20212,218957
81350,44552,70157,30338,19144,27403,0,0,0,5204,13041,12444,52899,0,61586
0,0,0,0,0,0,0,0,0,0,12505,0,15251,0,61649
637522,634823,758234,432435,448577,459141,431455,604739,590752,315795,363142,385681,377572,87852,388692
0,0,0,311716,265846,320806,67928,0,17101,698791,619265,672904,965013,432276,1024044
0,0,0,0,0,0,0,0,0,3386516,3545189,3668884,0,0,0
161771,162053,146446,165186,184723,197971,14454,8066,17971,223465,224264,283247,208566,15443,223336
93977,115172,57334,33799,80490,57749,30208,38136,40392,74542,49215,60085,67175,3953,41467
825870,917850,961560,556504,564951,618521,672828,584498,633327,501954,511865,560250,592950,150372,636709
3061452,3186453,3701985,1309205,1563860,3328458,58571804,76426952,70178600,242075,351703,231208,149847,19049,167225
6489779,7140967,7488166,8746839,10085450,8648500,92427064,104041112,105416496,6307219,7033820,6956482,10250476,2134338,9904773
0,0,0,55393,54561,45023,0,0,0,124049,199055,153074,210283,127972,224943
0,0,13450,163342,90397,233719,0,0,0,143094,159421,108494,114371,0,320467
19955,34626,29949,190974,176013,233719,0,0,0,143094,159421,148588,188469,0,320467
0,0,0,0,7921,0,0,0,0,45600,100932,69636,192803,0,184560
5654491,6121236,6636944,5253174,5610316,4779088,3909119,4078192,4498736,3329693,3764919,3603566,4137051,739397,4145424
20205,21116,18257,39844,48109,32306,22294,22083,17775,1070330,1148514,1179429,147698,127029,213438
2100337,2202431,2429755,2224288,2449058,2178071,1198590,1335090,1389906,1182094,1301730,1401059,1347969,226974,1395011
11673216,10955917,9876052,1785862,1557434,1952045,626037,636486,651276,1702250,1823174,1717824,2339462,820265,2158650
1948988,2513595,1648790,9233,34811,0,0,0,0,0,0,7988,23134,0,1152
230941264,243869824,268165056,24252644,24082588,21606318,39106560,44394132,43564496,12823786,15149434,13834590,20923444,4741920,19560754
0,14312,0,57228,49026,19273,0,0,0,172727,142297,205001,84710,215367,100140
220085,214572,265478,42173,59736,46368,0,0,0,48284,30707,50767,32290,0,18542
1763087,1659404,1398645,1020810,863735,887695,0,0,0,1338142,1278716,1241516,824124,351194,742612
2752186,2870860,2911377,2362402,2474693,2118098,1643687,1243700,1315421,1706492,1998012,1806657,2022048,542248,1932885
60781,75929,54292,51832,24048,44688,0,0,0,36678,67787,45681,26781,6103,44021
10896285,11583320,11300568,9205171,9190940,8333913,5740670,5517932,5268224,6629205,7364768,7035192,8020172,2195696,7478090
11969,0,0,21302,30244,30789,155382,137521,97137,256876,269883,290480,196694,34469,178444
0,0,0,30835,17110,24242,0,0,0,23617,27481,31295,45713,0,52034
2723992,2536728,2782672,3404319,3437044,3006505,2976892,3097448,2915492,2286208,2728665,2473836,2851778,582202,3212725
0,0,0,0,0,0,0,0,0,0,0,0,21551,9052,37755
325773,282793,357767,208421,171421,155536,257255,320610,343894,187555,215094,219468,172842,6763,213759
0,0,0,0,0,0,0,0,0,0,0,0,6668,0,0
292277,239349,286498,350259,356744,306256,229940,267885,267945,242035,279561,242584,268570,41290,309067
0,0,0,0,0,0,0,0,0,194651,106667,109781,520975,280738,580000
591986,603628,583886,325388,236398,267435,461505,597831,493073,587333,463296,494048,559623,535148,531558
649204,687284,635437,127301,109204,137308,669455,622164,595652,91234,182287,90489,12021,12011,34952
510610,474946,504635,174048,166858,199615,295565,392926,291760,454390,488618,511327,630721,315524,619590
37643,20343,5099,0,28641,0,0,0,0,23884,100673,82376,0,4126,0
99845,171219,112334,63091,63295,111436,0,0,32633,36571,57260,72829,157081,0,125009
0,0,0,150244,256421,196711,0,0,0,187647,272466,295037,0,0,0
0,0,0,24301,16989,0,18615,0,0,9588,0,0,30915,0,61388
4223696,3870820,4176911,3885420,3921832,3305164,3557921,3854378,4269894,2481962,3049769,3140213,3035138,642367,3221824
88657,74856,182384,583394,567737,582583,753675,704366,740667,43243,49445,45088,363739,21443,202721
58564,73242,96976,38782,27453,31140,0,0,0,126621,137892,121391,186113,90397,205906
46183,25151,34962,416783,490274,427324,10066716,11921901,11820278,777,3040,0,139484,498,160524
0,0,0,0,0,0,184606,212039,276820,0,0,0,0,0,0
210849,228127,237000,39984,17668,27130,2544,0,0,7242,55904,0,35999,108155,69860
738036,520659,767351,23447,28405,19822,40507,35805,0,59219,114652,57184,108308,4676,41843
5357158,4128578,5159579,388782,363650,441474,145076,63047,57531,527745,496450,617307,805422,784151,775534
4228527,3652959,4416334,2906538,2856962,2703402,2503496,2961540,3119442,2583160,2625632,2747866,2945768,911745,2915984
224127,209438,242588,34846,68405,25021,20479,0,28193,34489,46052,36052,92748,16853,57306
18884848,16486846,18732730,12033367,11976765,11760598,10864842,12494481,12942764,10811306,10956126,10850480,12013643,4075374,12291046
0,0,0,23177,12833,13222,0,0,0,7656,15388,20791,0,15763,0
9669353,8109330,13309233,99296,131397,64173,8542782,11354680,9987871,136060,152141,125820,2523910,450565,2642936
24779,19830,10788,43740,39755,35263,0,0,0,163790,176196,181897,123393,40146,119951
95285,95573,37324,95106,108221,91658,443770,473010,433431,13580,13112,17396,115290,2953,117834
2097368,2118057,2243320,1408921,1351917,1165953,1502142,1835465,1800777,1131942,1182277,1240115,1282567,204590,1178909
448101,552581,459726,188587,227325,198969,106344,110828,100772,173670,207463,217999,221831,27551,273342
246697,281358,214998,252952,269751,294104,11390,11483,0,340305,320239,363961,161563,129262,211918
104338,129036,103120,223611,286665,279812,86258,67925,32910,295170,300586,332282,173019,151939,233025
592319,582248,585315,536320,558646,495803,194799,261315,236406,613654,583788,594041,503981,300576,495461
296386,346744,550144,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14302,0,0,0,0,9666,0,0,0,5230,0,13121
1193649,1324813,1274600,1462908,1580075,1434392,1574414,1827998,1979640,1105114,1151061,1127677,1487024,307483,1529033
0,0,0,59264,71109,39183,96208,150910,122692,3748,0,0,46692,0,52688
25597,23728,17405,0,0,0,0,0,0,37752,44305,36232,39940,0,49738
316822,303358,306007,301739,289012,268670,95297,70497,87643,271333,293524,281003,276180,72252,269578
602301,586495,586926,600254,580904,581656,345279,412692,449573,574063,553553,652713,656303,208502,679843
35340,36841,31387,33927,41577,34773,24586,26637,23673,38576,37201,38639,57061,3046,61000
0,0,10979,0,4585,0,0,0,0,0,0,0,0,0,4514
3792,0,7925,4944,12868,0,6047,9951,8107,0,10526,0,33398,0,38841
672903,638479,780460,556348,617253,548538,535757,643205,635730,421983,511117,468953,695163,107888,668579
25083,11350,26390,34489,16741,23647,17719,22886,24702,19639,25060,17682,15076,5632,14240
56862,63590,77274,85325,54144,57067,45365,46567,54538,40230,44219,66689,61446,8052,54411
483065,478678,494274,499310,502857,485036,422542,397546,409556,419213,453591,504384,494414,174472,546596
226044,213993,269519,287409,258824,272847,217729,228096,227719,208921,243573,237958,230163,55828,241564
376511,403266,464800,504195,444818,417244,377526,376281,380697,360837,412561,383706,437127,103080,437855
0,0,0,0,0,0,24258,20525,27041,0,0,0,15403,0,17849
160459,172696,294875,5821,59551,15845,75384,71093,79256,12548,12082,17732,12703,2866,15977
88420,95553,131755,179640,198677,178483,149503,155276,183581,148635,151504,151712,167865,44812,180215
316196,344542,450700,566302,554233,568357,531906,535052,545107,484889,539357,519144,502287,165512,523403
509253,500071,662338,802181,812722,735318,848044,1023513,958258,599752,662728,666390,639120,158520,669887
0,0,0,0,0,0,0,0,0,273690,273464,264183,0,0,0
31279,33261,50280,70122,77429,55554,17145,0,8502,61094,53723,70832,40687,0,25578
276966,302787,347386,372809,370150,374097,72409,84944,102801,403436,422258,411876,229255,95200,230990
93708,99751,133837,148878,171359,152595,173572,165540,181849,117775,127878,123875,298069,96747,313185
436980,493892,622071,753690,789624,720833,692621,747091,681824,626197,644593,684759,616700,178977,601732
79779,81793,106416,149232,161475,130921,103949,131990,121282,132081,144947,151606,69917,7952,74677
23471,7877,27308,24627,25502,34873,35827,23286,25885,33011,27800,18023,20269,0,20928
191768,199557,248104,315779,335601,314091,259416,242853,266165,299202,305611,290505,163372,49799,189300
485952,530108,704634,882634,936160,851547,711596,676074,762016,804974,799349,859413,535534,111626,551609
33493,32146,27866,81075,109413,98305,20224,19893,9315,439,0,2107,164658,28063,206779
41220,41434,66001,109774,121297,99627,80103,83758,86948,84775,99103,115512,89563,5513,93707
34414,38532,55842,79078,96510,75879,57783,66994,79014,57974,70245,68923,60115,2353,65029
213008,236407,280879,371615,432427,354482,311377,324047,355269,297554,335296,340829,337156,97135,341653
425310,512016,571007,607032,658312,620068,550563,588129,604250,596019,643421,629210,517576,248451,559791
13816,18725,56517,60736,69908,35874,41318,49261,30782,33050,49145,34830,40398,3766,64753
0,4443,14118,48236,67367,31789,42764,61391,58689,10734,22781,40992,25088,0,25684
0,0,5306,7899,20029,0,4304,8514,6782,0,4151,3592,3668,0,3550
1251710,1246094,1573936,2038692,2034480,1895343,1700310,1889956,1920470,1631960,1756326,1781751,1565878,376044,1600534
48437,50297,62145,45894,48432,59146,66556,55521,75112,58041,43390,59259,48058,22619,46114
12990,23768,22580,59445,28335,32750,32378,38159,33819,34556,58648,25939,25639,9352,17880
12345,13638,48127,37003,64613,37856,21069,24300,28680,37696,43128,48308,33759,0,44702
80225,103571,114733,145750,148594,127327,132837,143652,145442,129873,148323,134806,47435,18183,60591
421925,468077,484088,546153,604962,589790,424211,433459,435573,579474,611928,625184,173374,110067,196445
242382,240367,318990,353424,362515,319809,303984,326931,340018,299252,345903,347163,277471,23189,203314
1156251,1202507,1474127,1662192,1860372,1607714,1546851,1599051,1661086,1497831,1635242,1654453,1263062,347568,1210947
57074,68015,86340,127533,138823,127349,104185,109429,113439,106496,113348,117011,39234,6984,29438
190939,200597,250269,317454,341599,330579,252144,264783,297787,283510,311919,348015,118581,8769,105714
45184,54924,74445,83215,94836,97130,62833,68335,72743,58865,76533,80578,33337,2068,27528
304577,307017,412898,410572,430390,407843,322340,360374,346334,389018,427146,428512,187406,49235,159329
28101,14265,14833,10603,25970,26086,24772,18818,19695,27725,17436,37048,4748,0,6976
1158199,1207282,1571796,1945037,2007400,1813859,1535906,1649921,1578375,1674168,1776866,1865280,862994,209676,764776
56166,61646,97092,116647,112294,102025,78388,96310,91201,96598,113090,113633,39317,2883,37075
4838,7230,4202,15744,13317,10179,7422,9784,16286,8388,10703,13068,6751,0,0
134564,122316,152135,179953,167082,158438,147830,158061,168953,143860,143327,153312,132595,21089,125428
242727,238919,231501,278132,261138,246604,223927,224760,213324,251870,303887,268652,171356,74568,176289
4112,0,4107,0,0,0,3757,11177,5835,0,4734,5784,0,0,3861
813063,785327,918631,990036,1119639,978501,1012900,1166113,1133619,877698,922393,875591,860831,181886,867652
1854,2158,2793,2519,355,7016,71139,63841,81718,2698,0,6615,2901,0,0
41736,37425,43967,53296,58297,57446,45894,48482,61531,44305,50011,40863,7976,5929,13163
129118,139763,158485,178010,183215,169674,144265,167719,168826,161198,149141,153980,68906,36082,64065
82610,96827,72652,123620,90935,123166,32201,97389,114453,103628,137006,112438,119195,0,79489
20594,15362,30374,34494,35293,32802,39279,33131,41199,22103,33943,17498,7612,0,2851
55304,57767,82138,82168,76647,80719,75415,68133,79327,65007,71274,73998,1635,2284,3425
112193,131308,154991,164284,160816,153291,127682,146905,165978,121001,121324,170742,27542,2284,21358
287165,301655,361055,396716,414243,368660,356641,347637,367387,320810,347650,377112,112503,63573,110569
701741,723081,752457,995419,974654,817712,801628,850219,909877,757236,844120,838802,335077,63573,285831
0,0,0,47058,63904,49913,702884,821762,831648,0,0,0,2054,0,0
25852,22972,25819,21658,20759,27872,24756,26217,34146,114725,124762,116809,72007,32412,60985
0,0,0,0,0,0,80095,92458,95073,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1072573,980462,958460,0,0,0
0,0,0,0,0,0,0,0,0,0,2430,0,20569,0,17353
0,0,0,0,0,0,3734,0,0,0,779,0,0,0,0
1064,1565,8241,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6334,0,14634
0,0,0,106061,121349,147242,60204,62919,51840,27900,37805,26623,0,0,5369
0,0,0,97509,69396,52568,62236,56137,53367,0,9773,7767,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11976,0,28972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23138,0,78860,0,0,0,0,28199,26076,0,0,0
0,0,0,242197,228920,179507,348719,69311,85921,1336211,166040,318697,827845,85544,850803
0,0,0,36696,27611,68805,24199,11264,28105,0,0,0,9099,0,1509
0,0,23851,0,9164,0,250196,89632,92256,22659,0,41692,142309,6376,209124
0,0,0,0,0,0,0,0,0,0,11558,0,15674,0,0
16842,56019,0,0,0,0,0,0,0,0,11837,0,24972,0,19170
0,0,0,51433,13553,29295,389231,274373,440541,110828,124989,143199,641039,9960,532459
0,0,0,0,0,0,0,0,0,26823,4130,21533,70104,0,74374
5513,3404,6633,104347,42824,51737,214304,202391,200751,14623,0,21087,61151,25459,56920
0,0,0,549410,537021,551506,242465,265984,262545,398723,351329,361487,26890,6870,25438
405487,437481,546408,0,0,0,0,12051,6894,0,0,0,0,0,4431
79217,96694,127050,0,0,0,63999,60861,64095,0,0,0,0,0,0
0,0,0,294257,375476,335629,180390,161886,155923,504977,414355,462379,80050,13733,107399
718961,644029,743091,1168031,1270342,1211454,585868,965008,918039,759455,724987,923714,1036380,663207,966648
113735,130598,165831,0,0,0,8674,2635,0,0,0,0,0,0,0
0,0,0,36511,54303,144603,86099,186095,79103,883685,997063,1030237,217950,136132,353861
0,0,0,8469,25791,18543,121410,100149,109292,382362,449697,481619,177962,45421,175413
0,0,0,0,0,0,0,11012,0,143152,90273,130946,62323,7204,77766
0,0,0,0,0,0,0,4818,0,259333,232068,224304,39478,0,47309
38782,33517,73339,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,161628,222141,228915,0,0,0,0,0,0
0,0,0,132957,173661,177070,1680050,2140468,2008466,21654,50463,31690,0,0,0
284803,215361,312310,291033,357195,361292,865140,934857,1066396,570955,659942,663903,0,0,24264
0,0,0,0,0,0,1306798,1572932,1536748,0,0,0,0,0,0
505327,567682,586469,0,0,0,0,0,0,0,0,0,0,0,0
343722,427080,580905,0,0,0,0,0,0,0,0,0,0,0,0
790204,831011,700729,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8515,30909,24433,87636,61691,92893,0,0,0,10455,0,9075
0,0,0,150612,140536,221593,7202,0,4311,27106,34921,48913,0,0,0
0,0,0,401771,460973,419241,63671,78218,68951,340425,331939,371814,51014,14113,44181
0,0,0,17693,43585,64729,0,0,0,59695,81663,54281,0,0,0
0,0,0,75224,125931,94772,14715,17326,11839,303220,265345,251365,18352,0,13254
0,0,0,0,0,0,0,0,0,473870,596868,619003,0,0,0
128710,166783,289549,0,3625,0,0,0,0,0,0,0,0,0,0
167661,182162,292344,0,0,0,0,0,0,0,5129,0,0,0,0
230929,261519,271914,1253543,867731,1008536,544871,623064,607397,857836,909064,870466,486848,189718,462564
162900,178501,153916,453304,497339,476766,230701,282290,290179,965453,799423,837543,536397,331204,503660
0,0,0,0,0,0,0,0,0,288546,362303,348184,0,0,0
0,0,0,0,0,0,0,0,0,78992,96071,96138,0,0,0
73311,65068,86118,113591,112639,102520,102302,104050,84598,933512,913092,933590,313065,132156,264030
4040,7518,6205,199529,215865,245639,230998,236506,207081,738894,642249,933590,311583,132156,271108
112559,120265,137272,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15955,13789,11412,135349,149585,170231,188171,254899,186088,157054,40950,148856
0,0,0,0,0,0,66070,61916,58929,15916,1400,21278,226306,98445,223940
0,0,0,0,0,0,0,0,0,0,0,0,0,5127,0
13166,29242,69379,0,0,0,0,0,0,0,0,0,0,0,0
21482,44596,100892,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49636,56388,68688,92323,84649,70156,0,0,0,0,0,0
18918,16941,83993,0,0,0,0,0,0,0,0,0,0,0,0
80181,88089,186667,0,0,0,0,0,0,0,0,0,0,0,0
0,24993,39611,56748,65472,36206,107752,127912,146890,10033,11426,11641,55322,6037,47393
127338,163755,288717,0,0,0,0,0,0,0,0,0,0,0,0
129676,160672,252650,0,0,0,0,0,0,0,0,0,0,0,0
5335,9685,0,16981,11533,10050,372537,467718,470343,0,0,0,0,0,0
132425,145363,192147,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18303,14201,13681,0,0,0,21244,0,9551
0,0,0,108594,139581,149009,117268,96520,89950,0,0,0,8697,3983,15095
0,0,0,46740,29555,72119,47732,25378,44900,0,0,0,26132,4333,32232
5650,2567,1661,11894,0,0,44757,119091,43053,38872,44504,20657,23138,0,2265
25586,16293,25862,45505,30579,0,50620,15023,55210,0,0,0,14090,79980,15559
92454,98994,96127,0,6125,0,34203,52483,48131,0,0,4633,0,0,0
0,0,0,0,0,0,28895,33692,74652,0,0,0,24079,0,27017
0,0,0,0,0,0,0,0,0,191134,205306,237496,7303,0,4032
0,0,0,0,0,0,0,0,0,659531,723028,719544,0,0,0
0,0,0,0,0,0,0,0,0,79634,35305,58019,0,0,0
0,0,0,32646,48382,42005,83585,92389,97040,0,3564,8415,0,0,0
0,0,0,0,0,0,77334,67362,97450,3462,0,4962,0,0,0
17124,20677,53011,358787,452398,389074,1537281,1798865,1819636,0,0,16708,0,2703,0
2867922,2160330,2474313,0,0,0,12119,0,0,0,0,0,0,0,0
2867922,3182995,3224746,0,0,0,46867,15071,0,0,0,0,0,0,0
1753071,1947219,2461934,80986,49845,41981,279907,79055,51586,0,0,0,0,0,0
0,0,0,0,0,0,231902,294893,304167,0,0,10070,0,0,0
1994357,1817621,2113775,0,37560,0,0,15886,93847,21869,16787,5769,0,0,1089
0,0,0,0,0,0,22853,65885,50711,0,0,0,0,0,0
350876,414456,329314,0,0,0,0,0,0,0,4988,4469,0,0,0
1231569,1281309,1391947,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,159263,219150,207534,0,0,0,0,0,0
0,0,0,0,0,0,47862,70546,57755,0,0,474,0,0,0
1299856,1340746,1682817,1980,18197,10013,1431179,1765060,1703226,0,0,0,10252,0,0
406600,478568,727331,5860,5646,0,0,0,3229,5918,0,0,0,0,0
248743,257047,468696,4140,0,0,0,3756,7619,0,4580,4869,0,0,0
636780,642241,688116,6683,6889,0,33224,109678,36458,74154,67852,43485,25917,14544,10695
1585220,1601751,1446949,140021,158814,128368,33224,109678,36458,283904,204574,321837,25917,14544,10695
1706124,1667116,1639580,69676,85436,90377,0,0,0,96858,119688,113788,0,0,0
0,3201,0,135309,125305,118278,169471,225414,258746,0,0,0,0,0,0
0,0,0,4800,3772,0,108863,155283,186886,0,0,0,0,0,0
891190,966517,1153899,157560,119334,130351,798814,1012076,925718,0,0,0,0,0,0
243773,253860,450286,0,0,0,0,0,0,0,0,0,0,0,0
499772,523404,799994,0,0,0,0,0,0,0,0,0,0,0,0
23273,46528,62907,0,0,0,0,0,0,0,0,0,0,0,0
411455,407222,446580,4131,6314,0,80209,88821,80000,7056,7009,16753,0,0,0
1479462,1568826,1541940,18750,15600,9441,0,0,9957,0,45527,24787,0,0,0
102835,117570,150377,0,0,0,0,0,0,0,0,0,0,0,0
283807,324944,371986,0,0,0,8018,10253,13892,0,2890,0,7716,0,6827
7055131,7108870,9145906,619032,570448,647696,4670530,6125528,5318680,534327,726934,582656,0,0,0
96355,81554,133496,0,3160,2072,0,2059,4911,3177,0,0,0,428,1010
0,0,0,548,0,0,72127,99531,128140,0,0,0,0,0,0
510451,461904,583083,435423,521512,389839,1035641,1423822,1514717,0,11206,0,0,0,0
0,0,0,0,0,0,37793,69839,49274,0,0,0,0,0,0
610567,584347,778621,0,0,0,0,0,0,0,9233,9408,0,0,0
74670,73350,138114,0,0,0,0,0,8870,0,0,0,0,0,0
5744744,6255322,7130329,214194,194087,191842,208825,315217,391947,578079,576930,599426,162639,169498,194381
201243,166197,193668,1134178,1311245,1058406,3029144,4408510,3731030,118770,141092,172663,60952,3506,99854
654922,593971,686419,113256,75880,66129,324316,291388,278558,313464,347161,396449,11944,5642,18088
235946,251783,278531,0,0,0,5296,0,0,0,0,0,0,0,0
152986,138675,167158,8323,4254,1761,17371,4561,8630,0,4345,0,24268,0,30656
117108,119320,121668,0,0,0,0,9971,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33280,58917,34703,0,0,0
55308,65754,98578,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,66348,46325,80679,0,0,0,0,0,0
72750,108139,144274,100691,102589,108169,184109,208913,210637,118413,120158,104216,73754,0,47239
38842,76441,57103,0,0,0,12026,0,0,0,0,0,0,0,0
88342,183220,43664,895701,787002,910712,392460,182458,223485,1785429,1909639,1777597,2326719,1727330,2760488
61987,75174,159807,0,0,0,0,4159,4997,0,0,0,0,0,0
0,0,0,0,0,0,52209,60460,58688,0,0,0,1098,0,662
0,2272,0,0,5779,3016,0,0,0,0,4392,2884,22975,1371,19329
0,0,0,0,2766,0,2194,6725,5677,6408,12556,7844,41502,6448,61475
0,0,0,0,0,0,7293,0,0,3453,3156,0,0,0,0
54658,57442,61374,8582,21806,26356,17495,39789,25693,14288,33555,18567,24284,16739,9895
0,0,0,0,0,0,96321,108461,95364,0,0,0,3235,0,4185
0,0,0,0,0,0,0,0,0,0,0,0,106054,21858,88812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26458,46325,85493,0,0,0,0,0,0,0,0,0,0,0,0
66261,69150,88486,11561,0,0,135459,193785,191087,76448,36563,52275,10050,0,0
0,0,0,13627,12577,4347,0,9944,0,12808,24270,31137,49675,0,48084
25758,15713,28431,4892,0,0,23979,25448,24031,0,0,0,0,0,0
81373,84520,78106,0,0,0,688,0,0,0,0,0,0,0,0
398237,414518,552041,0,0,0,0,0,0,0,0,0,0,0,0
604808,643424,578766,34838,49390,0,584388,588600,633555,131812,85399,139322,22039,0,20857
604808,643424,578766,0,0,0,230028,57872,152177,56108,32678,29541,91283,4456,87572
0,0,0,0,0,0,149801,132060,147475,0,0,0,0,0,0
0,0,0,0,0,0,244848,232158,286375,0,0,0,0,0,9518
28164,50889,101197,0,0,0,10764,12351,8406,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,41990,86100,42236,137406,29465,105419
0,0,0,0,0,0,151873,197889,192393,0,0,0,0,0,0
0,0,0,0,0,2641,2777,0,0,41463,60945,73465,0,0,0
0,0,0,0,0,0,90755,101853,76703,2468,0,0,13842,0,15014
0,0,0,0,0,0,0,0,0,3381,0,3624,0,0,0
0,0,0,0,0,0,56850,70699,57791,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58329,77438,62386,0,0,0,0,0,0
6445,0,2875,0,0,0,151516,0,0,75126,78565,60903,48296,3705,58706
15355,639,0,485171,511923,509600,268099,201727,50391,0,0,0,0,0,0
86063,81283,107841,6775,0,0,41528,28059,22080,21828,23290,24833,0,0,0
0,0,0,0,0,0,57527,81647,98639,0,0,0,0,0,2041
197508,212658,281122,177427,193392,167042,310812,362913,375261,128367,147048,135495,80921,91069,76646
0,0,0,11234,10598,10146,0,0,3108,11528,8390,8469,72959,5580,53362
23213,23162,22548,61330,67363,55238,20258,29971,35091,45049,55926,36113,76333,32453,88363
37839,36184,35708,82732,95230,96361,58616,55655,63373,22619,46218,28454,57103,23542,37954
84072,51592,65368,68235,50914,35156,40913,88081,61150,49205,115150,54521,99590,68834,111837
61030,28616,57050,57951,45026,26424,32051,61377,41559,56321,94094,57252,86208,58857,106149
8334,6367,9667,8262,6043,11140,5879,14128,5362,7738,14378,11657,12136,16453,17200
0,0,0,0,0,0,0,0,0,119472,114308,126821,4609,0,2262
5181,7877,6822,302664,337957,292906,19897,23845,30305,27731,61905,44164,75045,16022,85320
6758,4528,4848,28531,35542,27081,5074,4350,3625,18216,13000,8735,12039,906,7797
0,0,0,2538,0,0,431,0,0,384104,338775,296656,439,792,740
3264,6716,6137,2669,7240,8868,5286,6860,2263,49659,45375,53366,8596,10405,20511
0,2226,0,2538,0,0,3449,0,0,2292185,2195368,2494846,12262,8226,38121
83097,95730,93303,136915,148097,111683,85566,110330,100742,132258,126134,113883,16463,8796,6132
7718,10101,5971,62721,78579,69670,0,6482,2185,8506,10935,14276,31184,5306,26106
0,0,0,3403,0,5917,0,2638,2832,3834095,3615968,4155668,30033,0,42298
5990,2607,2933,8956,10304,5157,7045,2370,0,219080,229932,240175,40430,23163,55852
3156,1656,974,97515,108984,94799,2225,6449,0,47003,47036,57448,1609,3048,11066
23432,9868,25119,17190,12446,19794,57090,80937,72380,7800,10590,7124,40746,18815,33223
3495,2369,81286,11873,50199,17896,5554,7556,11395,2904,0,1934,9269,1989,7808
4369,13188,16019,86429,74867,68528,0,1790,1072,36812,49085,38604,25687,5007,16270
7899174,8136052,7751928,7939185,7875476,7866386,8208695,8620907,7771863,8282015,7926862,8050787,9366220,8257848,9602883
0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0
0,0,0,2529,0,2247,0,0,0,0,6239,0,7760,2343,3410
2470,6633,4203,11091,14352,25772,8552,9835,18525,78128,83254,78341,12986,5039,17780
0,0,0,0,290,0,0,0,0,88416,75933,62879,0,0,0
0,1993,0,74469,90574,72382,0,7440,3299,0,2230,0,0,0,0
0,2171,0,95240,97351,86141,0,4746,1725,19778,27287,16127,0,0,0
16280,10561,24430,193327,225246,190162,16942,11501,16096,21995,16387,21395,31051,3320,15029
1701,2339,0,496256,475299,427362,4075,5268,7093,117438,117382,127257,31062,248,17296
0,0,0,43096,39889,41006,0,0,0,61752,58509,60182,0,0,0
65607,55355,68908,61969,83471,82117,61838,58742,40847,59302,43530,43596,71263,65393,55473
1878359,2133624,1934286,2082285,2011903,1918521,2219914,2149415,1662407,2026854,1760070,1847776,2195980,1866424,2316862
