Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
6092,,w/o MS2:Cer 8:0;3O/34:2;(2OH),680.6223,6.327,0,0,0,7906,12599,7591,12415,19381,25948,0,0,0,0,0,0
6093,,w/o MS2:Cer 8:0;3O/35:0;(2OH),698.664,3.686,0,121744,0,0,10603,0,185486,86633,0,0,0,0,105222,0,50804
6094,,w/o MS2:Cer 8:0;3O/35:1;(2OH),696.6528,6.498,5132,0,0,0,0,4878,0,0,0,3097,0,0,0,0,0
6095,,w/o MS2:Cer 8:0;3O/35:1;(2OH),696.6511,6.839,13382,6948,16309,12660,6543,15481,18144,28808,33610,0,0,0,0,0,0
6096,,w/o MS2:Cer 8:0;3O/36:1;(2OH),710.6693,7.5,13584,4425,25372,4536,8727,6424,0,15879,3788,0,0,0,0,0,0
6097,,w/o MS2:Cer 8:0;3O/42:2;(2OH),792.7348,5.64,0,15100,15260,108965,82433,68213,1139652,1142456,710094,78479,113729,16749,138834,17087,120427
6098,,w/o MS2:Cer 8:1;2O/14:1,368.3165,2.367,71638,61907,69939,0,0,0,0,2708,0,0,0,0,0,0,0
6099,,w/o MS2:Cer 8:1;2O/16:4,390.3012,1.789,370313,347386,367336,0,0,0,0,0,2876,0,0,0,0,0,0
6100,,w/o MS2:Cer 8:1;2O/22:6,470.3697,4.28,4396,0,5321,224530,236985,229982,214773,284460,277517,120127,135338,132322,10406,4188,9009
6101,,w/o MS2:Cer 8:1;2O/22:6,470.3713,1.024,0,0,0,0,0,0,0,0,0,2726,0,2495,0,0,0
6102,,w/o MS2:Cer 8:1;2O/42:12,738.5822,5.291,0,0,0,0,0,0,749839,976928,865473,0,0,0,0,0,0
6103,,w/o MS2:Cer 8:1;2O/8:0,286.2298,2.414,0,0,0,0,0,0,88602,116912,83592,0,0,0,164131,40362,146467
6104,,w/o MS2:Cer 9:0;2O/22:1,496.4746,4.608,0,0,0,0,0,0,30976,79343,48983,0,0,0,0,0,0
6105,,w/o MS2:Cer 9:0;2O/24:2,522.4907,4.831,0,0,0,0,0,0,149666,134027,152521,0,0,0,0,0,0
6106,,w/o MS2:Cer 9:0;2O/24:4,518.4592,4.326,0,0,0,4820,13060,18835,3070,483,5599,68391,73272,73888,4216,0,4731
6107,,w/o MS2:Cer 9:0;2O/26:2,550.5216,5.319,4551,0,0,0,0,0,148785,158774,197974,0,0,0,0,0,0
6108,,w/o MS2:Cer 9:0;2O/26:4,546.4874,5.232,0,0,0,0,0,0,1232555,984302,1098051,0,0,0,0,0,0
6109,,w/o MS2:Cer 9:0;2O/26:7,540.4492,2.566,55022,35286,45297,42674,46639,34269,37351,33777,28968,22757,45208,30232,257150,73761,263009
6110,,w/o MS2:Cer 9:0;2O/28:1,580.5685,6.575,141380,149439,252973,3779,5154,0,280732,270581,302037,0,0,0,0,0,0
6111,,w/o MS2:Cer 9:0;2O/28:4,574.5196,5.758,0,0,0,0,0,0,168381,98723,186707,0,0,0,0,0,0
6112,,w/o MS2:Cer 9:0;2O/28:7,568.4812,3.29,0,0,0,0,0,0,0,0,0,33432,29925,0,65091,0,58919
6113,,w/o MS2:Cer 9:0;2O/28:7,568.4751,5.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114,,w/o MS2:Cer 9:0;2O/30:4,602.5509,6.45,0,0,0,36456,23861,21875,785241,921599,952722,0,0,0,0,0,0
6115,,w/o MS2:Cer 9:0;2O/30:6,598.5219,6.975,0,0,0,0,0,0,0,0,0,0,0,0,26381,0,23969
6116,,w/o MS2:Cer 9:0;2O/30:7,596.5109,3.735,0,0,0,0,0,0,0,0,0,0,0,0,67218,8489,105901
6117,,w/o MS2:Cer 9:0;2O/30:8,594.488,4.373,0,0,0,0,0,3521,0,0,0,3610,0,10643,107011,8852,73755
6118,,w/o MS2:Cer 9:0;2O/30:8,594.4955,2.325,0,0,0,0,0,0,0,0,0,1318479,1467444,1544492,0,0,0
6119,,w/o MS2:Cer 9:0;2O/32:2,634.6168,7.047,63051,115264,234573,0,0,0,666,580,613,3236,0,8498,3877,0,0
6120,,w/o MS2:Cer 9:0;2O/32:2,634.6169,7.488,0,0,0,0,0,0,425762,542774,519631,0,0,0,0,0,0
6121,,w/o MS2:Cer 9:0;2O/32:3,632.5984,7.473,0,0,0,0,0,0,382497,374873,409950,0,0,0,0,0,0
6122,,w/o MS2:Cer 9:0;2O/32:3,632.6006,6.702,9573,0,0,0,0,0,102915,146547,145194,0,0,0,0,0,0
6123,,w/o MS2:Cer 9:0;2O/32:4,630.5825,7.262,15601,24594,73355,32522,51725,43174,3473348,3693279,3819062,0,0,0,42855,4708,54816
6124,,w/o MS2:Cer 9:0;2O/32:4,630.5854,6.512,163502,184132,216548,94467,73930,68142,88960,90956,119466,61860,50954,66958,75919,2871,97685
6125,,w/o MS2:Cer 9:0;2O/32:5,628.5695,6.373,0,0,0,0,0,0,0,0,5581,0,0,0,15511,4086,15995
6126,,w/o MS2:Cer 9:0;2O/32:5,628.5662,6.589,0,0,7991,7779,8055,8619,72618,86023,77827,0,0,0,12451,0,4443
6127,,w/o MS2:Cer 9:0;2O/32:5,628.5666,6.691,0,0,0,0,0,0,106801,109948,113133,0,0,0,0,0,0
6128,,w/o MS2:Cer 9:0;2O/34:3,660.6327,7.207,43955,42867,0,13740,12044,31443,152983,214307,230702,32887,22988,33225,13339,0,32157
6129,,w/o MS2:Cer 9:0;2O/34:3,660.6289,8.11,18390,38354,83223,59927,64641,77362,666067,541513,645921,0,0,0,92406,7578,76017
6130,,w/o MS2:Cer 9:0;2O/34:3,660.6323,7.022,28401,37051,109914,0,0,0,0,0,0,0,0,0,0,0,0
6131,,w/o MS2:Cer 9:0;2O/34:3,660.6322,7.318,54441,51432,97137,0,0,0,40526,56397,50286,0,0,0,0,0,3258
6132,,w/o MS2:Cer 9:0;2O/34:6,654.5825,6.681,0,0,0,0,0,0,151566,169882,172553,0,0,0,0,0,0
6133,,w/o MS2:Cer 9:0;2O/36:1,692.6952,9.056,0,0,0,0,0,0,139606,106409,126928,0,0,0,0,0,0
6134,,w/o MS2:Cer 9:0;2O/36:1,692.7052,6.569,0,0,0,0,0,0,0,0,0,833448,904582,969946,0,0,0
6135,,w/o MS2:Cer 9:0;2O/36:3,688.6608,8.707,0,0,0,0,0,0,173277,110049,158605,0,0,0,8066,0,5896
6136,,w/o MS2:Cer 9:0;2O/36:5,684.6293,7.988,0,0,6494,17443,9861,11273,332207,359790,393646,0,0,0,3715,0,4323
6137,,w/o MS2:Cer 9:0;2O/36:5,684.6296,7.858,211348,243824,352421,0,3173,0,477195,550103,517877,0,0,0,5467,0,13157
6138,,w/o MS2:Cer 9:0;2O/36:5,684.6291,7.753,487,443,669,0,0,0,1105921,1280925,1325202,0,0,0,59589,0,47693
6139,,w/o MS2:Cer 9:0;2O/36:6,682.6135,7.22,0,0,0,0,0,0,217564,263857,260486,0,0,0,0,0,0
6140,,w/o MS2:Cer 9:0;2O/36:6,682.6163,8.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6141,,w/o MS2:Cer 9:0;2O/36:6,682.6141,7.313,55048,51518,43940,0,0,0,91592,90533,77092,0,0,0,0,0,0
6142,,w/o MS2:Cer 9:0;2O/36:7,680.601,8.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,,w/o MS2:Cer 9:0;2O/38:10,702.5842,4.386,0,0,0,0,0,0,0,0,0,76356,122007,91940,0,0,0
6144,,w/o MS2:Cer 9:0;2O/38:4,714.6768,9.051,0,0,0,0,0,0,157498,106389,143090,0,0,0,0,0,0
6145,,w/o MS2:Cer 9:0;2O/38:7,708.6213,7.352,0,0,0,0,0,0,0,0,0,90735,429726,260519,0,0,0
6146,,w/o MS2:Cer 9:0;2O/38:8,706.6166,8.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6147,,w/o MS2:Cer 9:0;2O/38:9,704.597,8.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6148,,w/o MS2:Cer 9:0;2O/40:10,730.616,7.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,,w/o MS2:Cer 9:0;2O/40:6,738.6785,8.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6150,,w/o MS2:Cer 9:0;2O/40:8,734.6447,8.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,,w/o MS2:Cer 9:0;2O/42:6,766.7109,8.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6152,,w/o MS2:Cer 9:0;2O/42:7,764.6951,8.293,0,0,0,0,3795,0,0,0,0,0,0,0,0,0,0
6153,,w/o MS2:Cer 9:0;2O/44:8,790.7105,8.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6154,,w/o MS2:Cer 9:0;2O/44:9,788.6919,7.12,212594,294421,626505,0,0,0,0,0,0,0,0,0,0,0,0
6155,,w/o MS2:Cer 9:0;3O/16:1;(2OH),444.3696,1.629,0,2818,0,234555,230629,230393,304,3201,0,46623,61346,62774,8593,2471,6543
6156,,w/o MS2:Cer 9:0;3O/34:2;(2OH),694.6382,8.104,140948,151409,176067,3280,0,3743,0,0,0,0,0,0,0,0,0
6157,,w/o MS2:Cer 9:0;3O/34:2;(2OH),694.6372,5.864,10266,0,10583,0,52440,0,0,0,0,0,0,0,31816,4026,84617
6158,,w/o MS2:Cer 9:0;3O/34:2;(2OH),694.6351,6.984,0,0,0,6147,9732,4640,68026,71370,51971,0,0,0,0,0,0
6159,,w/o MS2:Cer 9:0;3O/34:2;(2OH),694.6376,6.323,0,0,0,7388,3610,7463,19438,35357,24393,0,0,0,0,0,0
6160,,w/o MS2:Cer 9:0;3O/34:2;(2OH)_w/o MS2:Cer 9:0;3O/34:2;(2OH),694.6371,5.968,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0
6161,,w/o MS2:Cer 9:0;3O/36:1;(2OH),724.6844,7.501,4739,6015,4430,0,0,0,6834,10007,8232,0,0,0,0,0,0
6162,,w/o MS2:Cer 9:0;3O/36:2;(2OH),722.6675,8.685,63185,74909,87950,0,0,0,0,0,0,0,0,0,0,0,0
6163,,w/o MS2:Cer 9:0;3O/36:2;(2OH),722.6705,6.978,0,0,0,9343,8154,9903,32249,64356,81076,0,0,0,0,0,0
6164,,w/o MS2:Cer 9:0;3O/42:0;(2OH),810.7941,11.315,0,0,0,5265,16488,10506,3952,0,0,100056,111891,143814,0,0,0
6165,,w/o MS2:Cer 9:0;3O/42:2;(2OH),806.7624,10.531,0,0,0,19173,18852,18437,0,0,0,224882,227487,298510,0,0,0
6166,,w/o MS2:Cer 9:0;3O/42:2;(2OH),806.7639,10.834,0,0,0,0,0,0,0,0,652,208214,224638,188524,0,0,0
6167,,w/o MS2:Cer 9:1;2O/20:5,458.3701,4.328,0,0,0,229858,238295,194645,0,0,0,0,0,0,0,0,0
6168,,w/o MS2:Cer 9:1;2O/22:6,484.385,1.246,0,0,0,16722,21370,23664,0,0,0,34814,41772,41376,19053,0,21208
6169,,w/o MS2:Cer 9:1;2O/26:7,538.4253,3.282,0,0,0,0,0,0,0,0,5251,0,0,0,28721,3066,34167
6170,,w/o MS2:Cer 9:1;2O/28:7,566.4564,3.791,0,0,0,0,0,0,0,0,0,0,0,0,26861,0,36726
6171,,w/o MS2:Cer 9:1;2O/30:8,592.4731,3.815,0,0,0,0,0,0,0,0,0,0,0,0,101043,3500,91899
6172,,w/o MS2:CerP 14:0;2O/14:0,536.4094,2.678,0,0,0,0,0,0,0,0,0,0,0,0,9397,2365,15949
6173,,w/o MS2:CerP 14:0;2O/18:1,590.4556,3.423,0,0,0,0,0,0,0,0,0,0,0,0,15730,0,31583
6174,,w/o MS2:CerP 14:0;2O/26:1,702.5787,6.037,0,0,0,0,10422,0,138792,94901,92599,0,0,0,0,0,0
6175,,w/o MS2:CerP 14:1;2O/10:0,478.33,1.428,5521,6673,10862,26636,29537,11770,56912,51685,50668,0,0,0,285760,51407,169811
6176,,w/o MS2:CerP 14:1;2O/12:0,506.3621,1.868,12113,11169,12104,406356,432987,402208,21694,15180,14886,13789,10491,2676,20031,0,20367
6177,,w/o MS2:CerP 14:1;2O/12:0,506.362,2.205,2761,2504,1009,3239,5192,0,72856,81243,194559,0,0,608,51472,477,18283
6178,,w/o MS2:CerP 14:1;2O/26:1,700.5604,3.243,0,0,0,0,0,0,0,0,0,0,0,0,42351,9164,42445
6179,,w/o MS2:CerP 15:0;2O/10:0,494.3623,2.031,0,0,0,237078,224041,214231,4989,3355,372,0,0,2102,7505,0,5345
6180,,w/o MS2:CerP 15:0;2O/2:0,382.2446,4.834,115918,57535,47962,51320,52675,61117,68491,24957,113006,99180,111687,137170,62811,75845,42937
6181,,w/o MS2:CerP 15:0;2O/2:0,382.2448,4.795,115918,57535,47962,66637,64914,57759,64152,27619,113006,99180,111687,137170,28640,75845,42937
6182,,w/o MS2:CerP 15:0;2O/2:0,382.2449,2.486,49891,49412,47596,37519,40723,43778,93181,108133,96616,30515,35042,28330,36395,19095,51010
6183,,w/o MS2:CerP 15:0;2O/2:0,382.2449,2.746,40915,37876,46975,97281,105235,106113,167229,159631,168712,39192,36840,37127,70719,44166,62697
6184,,w/o MS2:CerP 15:0;2O/2:0,382.2448,3.228,83325,88519,100479,114447,124961,118669,143468,179232,151827,37413,31754,39211,82146,40982,79137
6185,,w/o MS2:CerP 15:0;2O/2:0,382.2447,8.938,8712,26086,25790,143082,145214,132703,46980,78009,61142,28774,44813,55278,9617,12443,15344
6186,,w/o MS2:CerP 15:0;2O/2:0,382.2451,0.569,15620,8433,5728,5118,9054,5090,10739,6400,10470,16050,16114,10664,44864,49151,30793
6187,,w/o MS2:CerP 15:1;2O/20:0,632.4982,6.585,0,0,0,0,0,0,0,0,0,385825,415908,425647,0,0,0
6188,,w/o MS2:CerP 17:0;2O/24:4,710.5512,6.049,0,97529,11897,18107,4589,12325,0,0,0,0,0,0,0,0,0
6189,,w/o MS2:CerP 17:0;2O/26:0,746.6378,9.377,0,4097,4287,184716,229205,263598,23376,28607,20285,576116,683229,715070,100403,22829,112306
6190,,w/o MS2:CerP 17:1;2O/24:4,708.5355,5.413,0,0,0,0,0,0,984533,1203838,1098335,0,0,0,0,0,0
6191,,w/o MS2:CerP 19:1;2O/18:1,658.5134,2.16,7118,8882,6136,3941,2061,4921,2947,5455,1461,8643,8734,4788,126816,25033,134573
6192,,w/o MS2:CerP 19:1;2O/24:4,736.5671,4.907,501504,473578,585045,24962,24496,13508,257499,396117,413514,26935,31093,20459,33431,5042,20496
6193,,w/o MS2:CL 28:0_42:7,1440.9936,8.886,0,0,0,148415,193033,205351,16720,20533,16232,26708,16794,40677,0,0,0
6194,,w/o MS2:CL 28:0_44:12,1458.9508,4.302,0,0,0,0,0,0,0,0,0,270034,302071,291228,0,0,0
6195,,w/o MS2:CL 28:0_44:6,1471.041,9.587,5203,0,0,195139,219302,214116,21049,41782,54066,28121,80070,80176,0,0,0
6196,,w/o MS2:CL 28:0_44:6,1471.0364,5.345,0,0,0,0,0,0,0,0,0,132397,89930,87918,0,0,0
6197,,w/o MS2:CL 28:0_44:6,1471.0361,9.274,0,0,0,454201,467401,497788,36889,99728,102975,42094,75710,36178,0,0,0
6198,,w/o MS2:CL 30:0_40:3,1449.0543,5.344,71261,51886,38244,58250,41953,58344,0,0,0,275168,344803,342350,0,0,0
6199,,w/o MS2:CL 30:0_44:8,1495.0405,9.312,0,0,0,47367,62595,57264,61994,103423,91502,0,4902,0,0,0,0
6200,,w/o MS2:CL 30:0_44:9,1493.0256,9.027,0,0,0,106829,103518,92991,163982,260669,214185,0,0,0,0,0,0
6201,,w/o MS2:CL 32:0_36:2,1423.0366,5.443,0,0,0,94300,116544,153761,0,0,0,0,0,0,0,0,0
6202,,w/o MS2:CL 32:0_40:4,1475.0675,5.365,362247,230015,238197,0,0,0,17771,17425,60725,73391,109723,98308,0,0,0
6203,,w/o MS2:CL 32:0_44:6,1527.1007,5.992,0,0,0,181618,160971,161690,0,0,0,87271,103599,78394,0,0,0
6204,,w/o MS2:CL 32:0_44:6,1527.1095,5.015,0,0,0,40248,0,0,0,0,0,39303,0,34600,20785,0,21549
6205,,w/o MS2:CL 32:0_44:8,1523.0638,5.408,21703,116869,0,0,0,0,0,0,0,26399,23063,13440,0,0,0
6206,,w/o MS2:CL 32:5_44:12,1504.9344,8.941,0,0,0,156358,163555,180729,41984,25148,62508,12345,5003,7521,0,0,0
6207,,w/o MS2:CL 34:0_36:2,1451.0691,5.414,59083,104125,66510,78669,34876,12439,37569,19917,25129,36497,33128,14342,0,0,0
6208,,w/o MS2:CL 34:0_40:3,1505.1179,5.985,1053763,1099726,1365951,449202,521415,451152,0,0,0,86142,221998,168698,0,0,0
6209,,w/o MS2:CL 34:0_40:5,1501.0845,5.39,1513471,1331460,1400538,0,0,0,23977,50326,42339,62453,99688,60429,0,0,0
6210,,w/o MS2:CL 34:0_40:5,1501.0784,6.101,0,14895,0,251976,199725,256710,0,0,0,0,0,0,0,0,0
6211,,w/o MS2:CL 34:0_44:6,1555.1312,5.148,0,0,0,101675,111814,135324,0,0,0,280075,349409,362656,0,0,0
6212,,w/o MS2:CL 34:0_44:7,1553.1146,5.797,1216353,1302599,1266191,0,0,10159,0,0,0,0,0,0,0,0,0
6213,,w/o MS2:CL 34:0_44:8,1551.1262,5.077,0,0,0,0,0,0,180872,295403,223636,0,0,16213,0,0,11343
6214,,w/o MS2:CL 36:0_36:1,1481.1122,6.096,27732,47397,70698,136656,161695,133906,0,0,0,0,4717,0,0,0,0
6215,,w/o MS2:CL 36:0_36:2,1479.0999,6.109,11521,5771,0,668031,723928,652666,0,0,0,0,0,0,0,0,0
6216,,w/o MS2:CL 36:0_36:2,1479.0971,6.05,462806,436446,394055,139768,192056,90660,0,0,0,0,0,0,0,0,0
6217,,w/o MS2:CL 36:0_40:4,1531.1281,4.745,0,0,0,0,0,0,0,7862,0,0,0,0,0,0,34556
6218,,w/o MS2:CL 36:0_40:4,1531.1328,5.257,0,0,0,0,63602,52935,0,0,0,67637,10479,41971,0,0,0
6219,,w/o MS2:CL 36:0_44:6,1583.1605,6.447,244433,261717,235340,0,0,0,0,0,0,0,0,0,0,0,0
6220,,w/o MS2:CL 36:0_44:7,1581.1516,5.176,0,0,0,0,0,0,0,26924,0,10737,38474,10810,0,0,0
6221,,w/o MS2:CL 36:0_44:8,1579.1346,5.647,12105,17624,0,53754,0,55355,45210,0,0,28454,7968,31060,0,0,0
6222,,w/o MS2:CoQ2,319.1958,2.748,30935,30327,30709,104683,109616,97699,230788,223124,249025,16131,16733,20466,74152,38128,78206
6223,,w/o MS2:CoQ3,387.2611,0.435,0,0,0,243310,160726,259868,0,0,0,0,0,0,0,0,0
6224,,w/o MS2:CoQ4,455.3176,9.335,7429,6514,4867,69133,115578,151962,55768,58981,86086,3799,6013,9077,0,0,4332
6225,,w/o MS2:CoQ4,455.3146,4.008,135981,125715,114088,139818,127127,123810,149515,104602,140687,8359566,8602607,8305550,221949,106163,143185
6226,,w/o MS2:CoQ5,523.3804,9.336,0,0,0,43372,63223,85663,8750,50094,45748,0,0,0,0,0,0
6227,,w/o MS2:CoQ6,591.4442,9.333,0,0,0,28333,48539,54977,24927,31534,22173,5067,0,0,0,0,0
6228,,w/o MS2:CoQ7,659.5062,9.337,0,0,0,26517,52914,59931,17653,18717,34056,0,0,0,0,0,0
6229,,w/o MS2:CoQ7,659.5039,6.986,38409,24798,23926,1027670,1078087,977283,2344120,2696346,2511391,46092,54552,47530,63846,7141,60235
6230,,w/o MS2:CoQ8,727.5677,6.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,,w/o MS2:CoQ8,727.5662,7.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6232,,w/o MS2:CoQ8,727.5679,8.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.122,1.979,4804,0,0,9364,0,2467,44764,2568,2277,0,30426,2921,2787,48668,3225
6234,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1205,3.048,0,0,0,0,0,0,12822,0,0,0,5752,0,0,6199,0
6235,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1205,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,0
6236,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1224,4.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6237,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1216,2.032,346,0,0,1603,0,0,1383,0,0,0,4698,2921,348,10245,3225
6238,,"w/o MS2:Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1219,3.331,3519,0,0,0,0,0,6472,0,0,4223,4218,0,0,0,0
6239,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1016,1.302,2735,0,0,6925,0,2527,54421,2965,0,4453,45558,0,4059,60279,3217
6240,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1017,2.178,2510,4613,3045,2685,2532,2257,11300,0,0,0,20442,0,461,25069,0
6241,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1032,3.717,0,0,0,5569,0,0,7481,0,0,0,0,4387,0,4120,0
6242,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1029,4.005,0,0,0,3480,3449,0,0,0,0,0,0,3716,0,0,0
6243,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.103,4.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1034,5.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6245,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1027,2.033,2656,624,0,0,3092,1451,6242,4749,7081,1909,8054,2401,956,16466,990
6246,,"w/o MS2:Cyclopentasiloxane, decamethyl- (also known as chemical regent)",371.1027,3.333,6579,15431,9814,2729,10021,8018,64621,5652,13159,5516,38457,6801,8223,50360,9311
6247,,w/o MS2:DG 10:0_44:11_w/o MS2:RIKEN P-VS1 ID-14204 from Mouse_SmallIntestine_WT_N_F1,872.7127,8.043,476942,535957,662798,0,0,0,0,0,0,0,0,0,0,0,0
6248,,w/o MS2:DG 11:0_44:12,884.7133,7.72,127410,130904,135755,0,0,0,0,0,0,0,0,0,0,0,0
6249,,w/o MS2:DG 12:0_44:11,900.7465,8.635,212283,234236,263137,0,0,0,0,0,0,0,0,0,0,0,0
6250,,w/o MS2:DG 14:0_44:12,926.7624,8.6,247355,257714,270411,0,0,0,0,0,0,0,0,0,0,0,0
6251,,w/o MS2:DG 15:0_18:1(d7),605.5758,5.339,0,0,0,0,0,39938,17957,0,0,293358,329939,272569,0,0,0
6252,,w/o MS2:DG 16:0_44:12,954.7898,9.129,32536,46172,62664,0,0,0,0,0,0,0,0,0,0,0,0
6253,,w/o MS2:DG 16:3_32:9,786.6038,3.813,0,0,0,537898,544407,481205,6576,23383,28123,0,0,0,0,0,0
6254,,w/o MS2:DG 16:4_22:6,650.4771,3.759,0,0,0,44176,41699,26788,6200,28988,19753,0,0,0,19358,0,14297
6255,,w/o MS2:DG 16:4_26:7,704.5257,4.393,801672,783723,844011,118147,183778,121672,204658,240343,232383,129177,148486,148628,145606,5947,108389
6256,,w/o MS2:DG 16:4_28:7,732.5565,5.862,166521,246567,210997,32245,42619,20718,1604924,1689370,1609675,0,10165,0,0,0,0
6257,,w/o MS2:DG 16:4_30:8,758.5721,3.467,0,0,0,301321,282157,279549,16352,14642,14962,0,10731,0,0,0,6211
6258,,w/o MS2:DG 16:4_30:8,758.5709,4.261,4879,3936,27473,130949,145359,146277,9874,6285,8521,6515,0,9776,0,0,0
6259,,w/o MS2:DG 16:4_30:8,758.5721,5.997,428862,486411,493585,687807,752110,673259,1273750,1506363,1331272,500972,593026,533020,370222,65437,337779
6260,,w/o MS2:DG 16:4_30:8,758.5734,6.115,40862,37548,13613,640742,596057,571277,1457054,1617155,1606311,262804,257111,289815,228690,45446,195056
6261,,w/o MS2:DG 16:4_32:9,784.5865,3.799,0,0,4321,174712,176927,158655,6995,5686,10332,0,0,0,0,0,0
6262,,w/o MS2:DG 16:4_32:9,784.5877,6.284,265313,360575,439668,52663,52310,56347,515963,666948,689701,19741,10862,23962,19850,0,37448
6263,,w/o MS2:DG 16:4_32:9_w/o MS2:DG 16:4_32:9,784.5877,4.105,0,0,0,5741,10025,10219,17935,20970,30241,0,0,0,0,0,0
6264,,w/o MS2:DG 16:4_34:9,812.6181,6.703,150240,127623,194676,54844,63820,51219,660576,736642,790860,3138,0,7424,44308,0,27080
6265,,w/o MS2:DG 18:5_26:7,730.542,5.396,402303,517374,545518,400960,341763,356028,2197191,2681281,2720081,9403,10838,8387,9346,0,0
6266,,w/o MS2:DG 18:5_32:9,810.6044,3.741,3834,0,0,78735,96322,88716,0,0,3520,0,0,0,0,0,0
6267,,w/o MS2:DG 18:5_36:10,864.6513,5.941,941473,955167,1079551,0,0,0,58145,23006,59940,0,0,0,0,0,0
6268,,w/o MS2:DG 25:4,485.3204,1.43,18383,32110,42156,62145,59439,51057,37516,36857,44336,56439,60194,65657,16102,3722,9736
6269,,w/o MS2:DG 25:4,485.3279,2.234,0,0,0,36906,34567,34142,90684,84020,73075,0,0,0,27209,0,25559
6270,,w/o MS2:DG 26:0,507.4033,4.825,0,0,0,0,0,7222,0,0,0,0,0,4398,6117,0,0
6271,,w/o MS2:DG 26:4,499.3406,2.147,0,0,0,0,0,0,0,0,0,99131,93864,95431,0,0,0
6272,,w/o MS2:DG 27:0,521.4223,3.15,0,8952,2227,8238,4595,1680,6949,13082,21671,6168,9298,8192,56383,0,45169
6273,,w/o MS2:DG 27:0,521.4203,3.241,12810,8981,11573,18805,14709,20468,37832,52860,46385,969,1520,0,32178,10214,41372
6274,,w/o MS2:DG 27:1,519.4084,3.21,29490,29274,12187,18743,39682,19249,30237,31964,15353,63955,59636,63249,85586,37692,45301
6275,,w/o MS2:DG 28:0,535.4357,5.43,0,0,0,0,0,0,0,0,0,0,0,0,6127,0,0
6276,,w/o MS2:DG 29:0,549.4498,1.91,0,0,0,0,0,0,0,0,0,84268,94568,82998,0,0,0
6277,,w/o MS2:DG 30:1,561.4504,5.525,0,0,0,39721,47855,71882,0,0,0,26900,13988,44172,9399,12341,14005
6278,,w/o MS2:DG 30:2,559.4266,1.763,4719,7009,19699,33646,29011,25181,13847,28836,26992,19739,11504,12666,10367,0,31946
6279,,w/o MS2:DG 31:0,577.4813,6.342,0,0,0,177420,154479,168772,237303,227352,238172,0,6611,12171,9184,0,529
6280,,w/o MS2:DG 32:0_44:10,1183.072,7.789,0,0,0,0,0,0,31917,45008,58531,0,0,0,0,0,0
6281,,w/o MS2:DG 33:0,605.5145,7.01,0,0,0,198868,187596,184503,232220,263229,245936,0,3902,4890,9410,0,6057
6282,,w/o MS2:DG 33:0,605.5137,7.105,0,0,0,124008,151140,135769,158586,147586,163635,13324,13860,8168,8717,0,14027
6283,,w/o MS2:DG 33:1,603.4987,6.403,0,0,0,394881,436171,367380,257627,310947,321099,2129,3803,3933,0,1368,6736
6284,,w/o MS2:DG 33:1,603.4991,6.51,26366,0,0,529709,507935,469463,927465,1220313,1103258,6021,3845,8344,18839,8141,22055
