Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
9987,,w/o MS2:SM 31:4;2O,677.4625,3.702,0,0,0,4041,0,0,0,0,0,0,4750,4603,0,0,8990
9988,,w/o MS2:SM 32:0;2O/44:0,1294.2389,7.894,0,0,0,0,0,0,873994,770321,932948,0,0,0,0,0,0
9989,,w/o MS2:SM 32:0;2O/44:1,1292.2229,7.569,4323,0,5271,0,0,0,160243,168549,223145,0,0,0,0,0,0
9990,,w/o MS2:SM 32:1;2O(FA 17:3),921.7559,8.741,3934,0,0,104807,95254,98566,0,0,0,131848,184276,176794,0,0,0
9991,,w/o MS2:SM 32:2;2O(FA 17:3),919.7191,10.142,20587,37311,20197,335806,381081,357839,317040,377100,330872,1471777,1507164,1533686,570645,248532,479486
9992,,w/o MS2:SM 32:3;2O(FA 30:6),1093.875,5.627,0,0,0,0,0,0,0,0,0,8909,0,36209,22958,0,34472
9993,,w/o MS2:SM 32:6;2O,687.4374,0.405,0,0,0,0,0,0,0,0,0,366686,339296,343016,0,0,0
9994,,w/o MS2:SM 33:0;2O/44:4,1300.2015,7.519,0,0,77010,8860,97900,51435,285800,238372,312758,7915,0,0,8823,0,0
9995,,w/o MS2:SM 33:0;2O/44:7,1294.1534,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9996,,w/o MS2:SM 33:1;2O,711.5404,5.703,416700,437803,598218,0,0,0,0,0,0,0,0,0,0,0,0
9997,,w/o MS2:SM 33:1;2O(FA 20:2),979.8154,6.219,46001,35188,93320,0,3781,11552,14209,9951,7878,10037,8435,3576,0,0,0
9998,,w/o MS2:SM 33:1;2O(FA 20:4),975.7803,11.036,0,0,0,0,0,6107,102861,82704,91903,19879,20973,40171,0,0,0
9999,,w/o MS2:SM 33:1;2O(FA 20:5),973.7639,10.672,0,0,0,0,0,0,113950,123535,143109,132378,132983,143123,16439,0,25146
10000,,w/o MS2:SM 33:1;2O(FA 26:0),1067.9488,0.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,,w/o MS2:SM 33:1;2O(FA 26:2),1063.9078,8.203,0,0,10924,42633,37294,24934,441712,386928,397477,5709,19615,4079,50020,3969,72207
10002,,w/o MS2:SM 33:2;2O(FA 20:6),969.7416,5.758,0,0,0,0,0,0,0,0,0,102931,138965,129622,0,0,0
10003,,w/o MS2:SM 33:2;2O(FA 20:6),969.7483,11.17,0,0,0,183893,14260,55023,16418,15340,18001,49930,73201,38246,8279,0,5144
10004,,w/o MS2:SM 33:2;3O,703.5407,5.448,8665,0,45554,1119140,1054398,1086931,794652,944030,846755,141402,177079,159574,0,0,0
10005,,w/o MS2:SM 33:3;2O(FA 26:6),1051.8274,4.962,0,0,0,0,0,0,0,0,0,29651,36713,0,15540,13635,84680
10006,,w/o MS2:SM 33:3;2O(FA 26:6),1051.8197,4.999,0,0,0,0,0,0,0,0,0,29651,36713,0,15540,13635,84680
10007,,w/o MS2:SM 33:3;2O(FA 26:6),1051.8175,7.821,0,0,0,0,0,0,0,0,0,58168,85440,79692,0,0,0
10008,,w/o MS2:SM 33:3;2O(FA 30:6),1107.8789,8.84,0,0,0,0,3609,0,0,0,0,26883,21037,29101,0,0,0
10009,,w/o MS2:SM 33:4;2O(FA 20:6),965.7067,7.87,0,0,0,0,0,0,0,0,0,82726,83029,98784,0,0,0
10010,,w/o MS2:SM 33:4;2O(FA 26:6),1049.8021,7.243,0,0,0,0,0,0,0,0,0,147843,187121,188154,0,0,0
10011,,w/o MS2:SM 33:4;2O(FA 28:6),1077.8351,7.871,0,0,0,0,0,0,0,0,0,326258,405665,384796,0,0,0
10012,,w/o MS2:SM 33:4;2O(FA 30:6),1105.8665,8.381,0,0,0,0,0,0,0,0,0,109451,143302,144333,0,0,0
10013,,w/o MS2:SM 34:0;2O/44:0,1322.2703,8.111,0,0,0,0,0,0,270035,346039,310366,0,0,0,0,0,0
10014,,w/o MS2:SM 34:0;2O/44:0,1322.2684,8.203,0,0,0,0,0,0,885258,739423,889830,0,0,0,3396,0,10298
10015,,w/o MS2:SM 34:0;3O,721.5871,4.431,24324,17180,44505,11314,15525,9405,161655,185235,202371,6537,3888,0,74292,3417,79345
10016,,w/o MS2:SM 34:2;3O,717.5593,4.065,0,0,0,0,0,0,0,0,0,3180,0,3264,29908,0,27677
10017,,w/o MS2:SM 34:4;2O(FA 30:6),1119.892,5.327,70603,87191,310177,0,0,0,0,0,0,0,0,0,0,0,0
10018,,w/o MS2:SM 34:5;3O,711.514,6.903,0,0,0,167811,190868,153819,102162,178938,139113,11620,21197,11452,50017,0,61295
10019,,w/o MS2:SM 34:6;3O,709.4838,4.073,0,0,0,0,0,0,0,0,0,0,0,0,18040,3224,30852
10020,,w/o MS2:SM 34:6;3O,709.4996,6.382,0,0,0,26362,43127,20320,22324,32450,9412,3162,6864,7979,70412,10715,76229
10021,,w/o MS2:SM 35:1;3O,733.5949,6.692,814132,981536,1012890,54488,60582,45824,109799,129874,129625,0,485,0,0,0,0
10022,,w/o MS2:SM 35:1;3O,733.5912,6.638,1072252,1171832,1169571,24043,26222,10448,4350,13265,1894,0,3884,0,0,0,0
10023,,w/o MS2:SM 35:2;2O,737.5566,5.747,806952,697034,773746,0,0,0,0,0,0,0,0,0,0,0,0
10024,,w/o MS2:SM 35:2;3O,731.5612,8.381,0,0,0,100153,115185,92809,0,0,0,638833,746391,715202,0,0,0
10025,,w/o MS2:SM 35:2;3O,731.5734,4.96,0,0,0,2344385,2287694,2270022,363599,369994,323796,0,0,0,0,0,0
10026,,w/o MS2:SM 35:2;3O,731.5702,4.89,0,0,21328,1236402,1308647,1087597,869282,1101482,940135,0,0,0,0,0,5150
10027,,w/o MS2:SM 35:3;2O(FA 30:6),1135.9078,9.372,0,0,0,0,0,0,0,0,0,0,0,4633,0,0,0
10028,,w/o MS2:SM 35:3;3O,729.5453,7.909,0,0,0,3713,3566,0,0,0,0,510579,583042,617895,0,0,0
10029,,w/o MS2:SM 35:4;2O(FA 30:6),1133.8957,8.879,0,0,0,3531,0,0,0,0,0,94281,139342,138396,0,0,0
10030,,w/o MS2:SM 35:4;3O,727.5477,6.55,35542,19230,74188,81895,84816,82491,3892,0,0,12274,8170,17721,0,0,0
10031,,w/o MS2:SM 35:4;3O,727.5456,5.479,1099429,914982,1146798,6824454,7201406,6182206,3574856,3918865,3690642,1790238,1825956,1938816,113540,6200,129018
10032,,w/o MS2:SM 35:4;3O,727.5409,8.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,,w/o MS2:SM 35:5;2O(FA 16:3),941.7084,5.757,0,0,0,0,0,0,0,0,0,212424,260663,251393,0,0,0
10034,,w/o MS2:SM 35:5;2O(FA 24:6),1047.7822,11.538,0,0,0,10022,26696,31746,0,0,4517,0,0,5196,0,0,0
10035,,w/o MS2:SM 35:5;2O(FA 26:6),1075.8206,7.352,0,0,0,0,0,0,0,0,0,139831,139566,157350,0,0,0
10036,,w/o MS2:SM 35:5;2O(FA 30:6),1131.8833,8.42,0,0,0,0,0,0,0,0,0,55467,89652,84662,0,0,0
10037,,w/o MS2:SM 35:5;3O,725.5299,7.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10038,,w/o MS2:SM 35:6;2O(FA 30:6),1129.8618,5.311,0,0,0,195804,305337,145519,0,0,0,24103,53395,0,0,0,0
10039,,w/o MS2:SM 35:7;2O,727.4771,0.457,0,0,0,0,0,0,0,0,0,408879,427988,542715,0,0,0
10040,,w/o MS2:SM 35:8;2O,725.4653,3.465,0,0,0,0,0,0,0,0,0,499136,648410,687781,0,0,0
10041,,w/o MS2:SM 36:0;2O/44:0,1350.3016,8.396,0,0,0,0,0,0,83360,128606,126812,0,0,0,0,0,0
10042,,w/o MS2:SM 36:0;3O,749.6143,5.047,70719,55975,143430,0,0,0,241178,114483,163841,0,0,0,0,0,0
10043,,w/o MS2:SM 36:0;3O,749.623,8.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,,w/o MS2:SM 36:1;2O(FA 30:3),1160.0081,6.766,0,0,0,0,8079,4844,93481,117626,103297,0,0,0,0,0,0
10045,,w/o MS2:SM 36:1;3O,747.6031,5.39,0,0,0,2531337,2288059,2055234,0,0,0,144986,128200,139434,93507,0,72039
10046,,w/o MS2:SM 36:2;2O/44:12,1322.0918,4.974,0,0,0,0,0,0,0,0,0,24783,29999,0,15480,9999,61558
10047,,w/o MS2:SM 36:2;3O,745.5861,5.276,6560,6290,0,26201688,27191360,26174064,1566227,2014798,1894385,4657206,5652906,5705774,227208,22906,228218
10048,,w/o MS2:SM 36:3;2O/44:12,1320.0831,5.453,0,0,0,0,0,0,24093,108131,18571,0,0,0,0,0,0
10049,,w/o MS2:SM 36:3;3O,743.5732,4.832,0,0,0,2631504,2695350,2243241,1080753,1267827,1222470,30510,26855,31368,0,0,875
10050,,w/o MS2:SM 36:3;3O,743.5797,5.815,112556,126987,180518,1280963,1451708,1254529,0,0,0,372987,420055,381050,97386,9667,104214
10051,,w/o MS2:SM 36:4;3O,741.5638,5.734,120166,100296,182004,489522,451846,424392,24256,44720,20978,483613,543124,533965,96452,3411,108776
10052,,w/o MS2:SM 36:4;3O,741.5642,4.933,0,0,0,8695660,8943641,7966312,1539038,1955781,1762610,1076735,1106706,1249685,7362,4686,2997
10053,,w/o MS2:SM 36:6;2O(FA 28:6),1115.8555,5.326,20572,59747,42727,0,16057,0,0,0,0,0,0,0,0,0,0
10054,,w/o MS2:SM 36:6;3O,737.5312,4.673,0,0,0,1397244,1682567,1399652,685623,833728,815506,0,0,0,0,0,0
10055,,w/o MS2:SM 36:6;3O,737.5312,5.768,0,0,0,95951,91669,107934,0,0,0,0,3928,5521,0,0,0
10056,,w/o MS2:SM 37:2;2O,765.5881,6.41,4240729,4012504,4154184,219748,84766,120940,102451,173692,138956,131295,171322,108816,76233,100209,81436
10057,,w/o MS2:SM 37:3;2O,763.5707,6.296,197470,202857,223421,0,0,0,0,0,0,0,0,0,0,0,0
10058,,w/o MS2:SM 37:3;3O,757.5775,8.422,0,0,0,39101,59363,61518,0,0,0,576776,763791,743981,2398,0,18676
10059,,w/o MS2:SM 37:3;3O,757.5932,5.138,0,0,0,630249,686767,606842,33361,12440,16463,0,0,0,0,0,0
10060,,w/o MS2:SM 37:4;2O(FA 30:6),1161.9293,9.405,0,0,0,69752,99981,108906,0,4372,6784,161661,170494,141447,4151,0,7775
10061,,w/o MS2:SM 37:5;2O,759.5336,8.933,0,0,0,0,0,0,0,0,0,0,0,0,81876,0,59438
10062,,w/o MS2:SM 37:5;2O(FA 30:6),1159.9131,8.977,0,0,0,0,0,0,0,0,0,72434,95880,113802,0,0,0
10063,,w/o MS2:SM 37:5;3O,753.5524,5.902,2681254,2149814,3872976,0,0,0,0,0,0,0,0,0,0,0,0
10064,,w/o MS2:SM 37:7;2O(FA 20:6),1015.7237,10.464,0,0,0,36398,46837,39805,5965,10382,25564,12948,0,14624,0,11546,9981
10065,,w/o MS2:SM 37:7;2O(FA 24:6),1071.7887,12.72,25353,38868,24825,27953,22222,27108,17582,38376,23094,32875,32472,19055,31085,40582,26167
10066,,w/o MS2:SM 37:8;2O,753.4863,6.841,6351,10322,0,39941,48256,48343,78990,67562,92188,8657,0,0,7507,0,10102
10067,,w/o MS2:SM 38:0;2O,783.6326,5.473,436878,559630,427810,148522,100971,93080,75519,97439,132433,163339,60426,163036,1221696,213298,1245987
10068,,w/o MS2:SM 38:0;3O,777.6476,5.687,284807,406467,774212,0,0,0,22958,0,0,0,0,0,0,0,0
10069,,w/o MS2:SM 38:1;2O(FA 30:4),1186.0242,6.808,5543,0,6321,16748,12668,9969,71285,86437,83547,0,0,0,0,0,4167
10070,,w/o MS2:SM 38:1;3O,775.6418,6.546,3044268,2828372,3438950,455653,479903,398575,101690,134497,120341,47451,41321,30350,90633,4426,98036
10071,,w/o MS2:SM 38:4;2O,775.5702,4.392,0,0,0,0,0,0,0,0,0,0,0,0,176909,18985,162278
10072,,w/o MS2:SM 38:4;3O,769.5943,5.878,3530471,3467885,3865896,911773,965327,988595,88710,55035,97759,263124,334296,303514,183513,11130,193324
10073,,w/o MS2:SM 38:4;3O,769.5953,5.44,150428,230514,293808,68704296,72698112,65990584,7277820,8952553,7724674,11612684,12270005,12399248,1312219,287105,1419875
10074,,w/o MS2:SM 38:5;2O,773.5549,3.807,0,0,0,63229,74567,65565,44693,66004,50430,0,0,0,0,0,0
10075,,w/o MS2:SM 38:5;2O,773.5557,3.687,0,0,0,104068,103488,89686,143709,164032,173559,0,4444,0,0,0,0
10076,,w/o MS2:SM 38:5;2O,773.5535,5.17,83531,21140,77310,0,6705,0,0,0,0,0,0,0,0,0,0
10077,,w/o MS2:SM 38:5;3O,767.5789,4.761,74930,86846,50701,520272,649715,530721,237095,250232,311702,121862,189428,176656,10329,0,21217
10078,,w/o MS2:SM 38:5;3O,767.5787,5.377,326178,425155,393327,5452152,5070262,4928637,482226,531035,531223,2273921,2586087,2269451,555704,55667,540619
10079,,w/o MS2:SM 38:5;3O,767.5781,5.771,728582,689888,701119,4963879,5066006,5266312,124827,154794,103472,1477733,1605937,1609004,199020,7364,158026
10080,,w/o MS2:SM 38:6;3O,765.5635,5.689,179106,203941,235589,154753,120725,163088,389833,633875,544794,99048,118718,58787,0,0,0
10081,,w/o MS2:SM 38:6;3O,765.5622,5.28,43560,26293,22975,15734183,14950694,16264256,2104778,1963561,1966295,11218242,13268726,12574405,645324,79830,655234
10082,,w/o MS2:SM 38:7;3O,763.5464,5.37,0,0,0,0,0,18479,532982,749494,655059,21951,12975,0,5969,0,0
10083,,w/o MS2:SM 38:7;3O,763.5474,4.836,0,0,0,3014086,3070062,2873115,863894,912419,884485,74270,57225,107149,0,0,0
10084,,w/o MS2:SM 38:7;3O,763.5466,4.903,0,0,0,1365628,1361285,1258199,57336,35355,28031,124301,112951,113142,0,0,0
10085,,w/o MS2:SM 38:8;3O,761.5262,8.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10086,,w/o MS2:SM 39:0;3O,791.6645,6.313,149004,141755,197337,0,0,0,0,0,0,0,0,0,0,0,0
10087,,w/o MS2:SM 39:1;2O,795.6359,7.646,78407,113832,245981,0,0,0,0,0,0,0,0,0,0,0,0
10088,,w/o MS2:SM 39:2;2O,793.62,7.022,433802,497559,580963,0,0,0,0,0,0,0,0,0,0,0,0
10089,,w/o MS2:SM 39:2;3O,787.627,8.357,0,0,0,0,0,0,55935,81387,71868,0,0,0,0,0,0
10090,,w/o MS2:SM 39:3;2O(FA 30:6),1191.9789,11.856,0,0,0,6515,59145,0,0,0,0,0,0,0,0,0,0
10091,,w/o MS2:SM 39:4;2O(FA 30:6),1189.9602,9.875,0,0,0,148502,180651,176727,91597,97013,89638,49173,55426,62848,0,3888,0
10092,,w/o MS2:SM 39:4;2O(FA 30:6),1189.96,11.527,0,0,0,5067,13398,59550,5663,6331,10597,9677,7540,8802,0,0,0
10093,,w/o MS2:SM 39:4;3O,783.5924,8.519,0,0,0,7791,4167,4032,0,0,0,407296,488649,494697,4244,0,0
10094,,w/o MS2:SM 39:5;2O(FA 30:6),1187.9459,9.453,0,0,0,48283,45590,67859,12885,11635,8698,116347,136184,129564,5351,0,540
10095,,w/o MS2:SM 39:5;3O,781.5955,7.222,819301,939626,1009709,0,0,0,0,0,0,0,0,0,0,0,0
10096,,w/o MS2:SM 39:5;3O,781.5875,4.813,0,0,0,0,0,0,770095,1002817,990070,0,0,0,0,0,0
10097,,w/o MS2:SM 39:8;2O,781.5284,5.627,0,0,0,0,0,0,492280,174576,236076,0,0,0,12995,0,0
10098,,w/o MS2:SM 39:8;2O,781.5198,7.487,16444,5967,8164,6718,24357,13722,35635,64722,56065,0,0,0,0,0,0
10099,,w/o MS2:SM 40:1;2O(FA 30:3),1216.0689,7.436,4535,3928,13475,25003,38378,50356,33259,34871,48054,0,3906,6713,7996,8920,0
10100,,w/o MS2:SM 40:1;3O,803.6731,6.717,248055,405181,710112,0,0,0,0,0,0,0,0,0,0,0,0
10101,,w/o MS2:SM 40:1;3O,803.669,7.17,413133,490175,616793,0,0,0,0,0,0,0,0,0,0,0,0
10102,,w/o MS2:SM 40:1;3O,803.6691,5.953,204625,186847,176521,0,0,0,0,0,0,0,0,0,0,0,0
10103,,w/o MS2:SM 40:2;2O(FA 30:6),1208.0054,6.318,0,0,0,160002,158035,145862,380897,479825,517127,0,0,0,3420,0,0
10104,,w/o MS2:SM 40:2;3O,801.6515,5.446,0,0,0,66672,46277,16511,12750,20100,0,0,15006,0,0,0,0
10105,,w/o MS2:SM 40:4;2O,803.6014,4.156,0,0,0,12495,11508,18819,147768,155539,157512,0,0,3226,0,0,0
10106,,w/o MS2:SM 40:4;2O,803.6018,4.074,0,0,0,410,6474,7443,120847,145903,152564,0,0,0,0,0,0
10107,,w/o MS2:SM 40:4;3O,797.6267,5.721,1503387,1304582,1835865,1320767,1491416,1195886,624538,775586,834486,245095,282594,300736,597658,125264,598580
10108,,w/o MS2:SM 40:5;2O,801.5838,3.803,0,0,0,8322,3681,0,964,16704,14041,0,0,0,0,0,0
10109,,w/o MS2:SM 40:5;2O,801.587,4.138,477,1778,2209,16404,14506,15293,162329,207467,194198,607,673,0,0,0,0
10110,,w/o MS2:SM 40:5;2O,801.5856,3.86,0,0,0,499,3681,4155,3277,7620,1346,0,0,0,0,0,0
10111,,w/o MS2:SM 40:6;2O,799.5707,3.808,0,0,0,3847,2977,0,0,12704,4675,0,0,0,0,0,0
10112,,w/o MS2:SM 40:6;2O,799.5693,3.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10113,,w/o MS2:SM 40:6;2O,799.5717,3.937,0,0,0,0,0,0,0,0,3762,0,8497,6559,0,0,0
10114,,w/o MS2:SM 40:6;3O,793.5938,5.939,119501,79732,62440,11820685,11026284,11454533,343282,345672,293495,1069431,1228589,1206348,121626,0,66662
10115,,w/o MS2:SM 40:8;3O,789.5505,5.011,3432734,3367447,4035922,2803755,3440461,2820188,8388668,9062750,9849626,1284509,1527927,1645112,0,0,0
10116,,w/o MS2:SM 40:8;3O,789.549,4.452,28176,57204,37813,35536,29949,48514,96070,119372,123771,0,0,0,0,0,0
10117,,w/o MS2:SM 40:9;3O,787.5334,4.615,56435,48520,74368,34085,47331,10865,81082,44654,72508,9793,37835,6953,0,0,2219
10118,,w/o MS2:SM 40:9;3O,787.5305,4.695,17733,22890,51544,0,0,0,0,0,0,43341,64458,49477,87365,44646,139684
10119,,w/o MS2:SM 41:0;3O,819.7016,6.005,0,0,0,66188,53295,37684,0,0,0,64183,33398,25489,70920,0,64230
10120,,w/o MS2:SM 41:1;2O,823.6669,8.242,16955,29504,81696,0,0,0,0,0,0,0,0,0,0,0,0
10121,,w/o MS2:SM 41:2;2O,821.6518,7.633,299368,302508,450375,0,0,0,0,0,0,0,0,0,0,0,0
10122,,w/o MS2:SM 41:2;3O,815.6676,6.104,24961,8916,3594,306529,254889,292243,0,0,0,0,0,0,0,0,0
10123,,w/o MS2:SM 41:4;2O,817.6143,8.506,22211,40170,17143,237949,237768,251452,961861,1205282,1088612,12542,36810,17124,11167,0,12445
10124,,w/o MS2:SM 41:4;2O(FA 30:6),1217.9894,10.32,4820,0,0,139160,77721,117126,92180,101198,77405,20477,7912,9805,0,0,0
10125,,w/o MS2:SM 41:5;2O(FA 30:6),1215.978,9.905,0,0,0,172187,177426,96568,134434,124580,52577,36928,35335,20061,17776,0,18116
10126,,w/o MS2:SM 41:5;2O(FA 30:6),1215.9742,9.945,0,0,0,172187,177426,180182,135025,124580,124128,41995,0,0,17776,0,18116
10127,,w/o MS2:SM 41:6;2O(FA 30:6),1213.9678,6.651,65412,50235,12111,0,0,0,0,0,0,0,0,0,0,0,0
10128,,w/o MS2:SM 41:6;2O(FA 30:6),1213.9592,9.503,0,0,0,0,15819,4428,0,0,4131,137780,75181,83374,0,4145,12423
10129,,w/o MS2:SM 41:7;2O(FA 30:6),1211.9382,6.649,20257,79248,37412,0,0,0,0,0,0,0,0,0,0,0,0
10130,,w/o MS2:SM 42:1;2O(FA 30:4),1242.0844,7.464,18874,13533,24058,30986,34700,47766,38437,63781,69498,0,0,0,0,0,0
10131,,w/o MS2:SM 42:2;2O,835.6597,6.1,10087,0,0,84074,79139,94197,8745,0,16009,111525,143316,156761,555240,52439,483491
10132,,w/o MS2:SM 42:3;3O,827.6708,6.366,9085,5420,51459,0,0,0,111162,152760,149259,0,0,0,0,0,0
10133,,w/o MS2:SM 42:4;2O,831.6354,5.565,0,42482,0,0,8517,6754,0,0,0,108158,95844,136757,309680,65571,351889
10134,,w/o MS2:SM 42:4;2O,831.6284,8.734,0,0,0,0,0,0,69047,81482,96844,0,0,0,0,0,0
10135,,w/o MS2:SM 42:5;2O,829.6142,4.245,0,0,0,0,0,0,16394,11266,4742,0,0,0,0,0,0
10136,,w/o MS2:SM 42:6;2O,827.6005,4.27,0,0,0,0,0,0,10922,24406,30402,0,0,0,0,0,0
10137,,w/o MS2:SM 42:6;2O,827.6018,4.158,0,0,0,0,0,0,4375,4514,3184,0,0,0,0,0,0
10138,,w/o MS2:SM 42:7;3O,819.5986,3.671,0,0,0,40444,40834,47670,701512,878503,840874,0,0,0,0,0,0
10139,,w/o MS2:SM 42:8;2O,823.5702,3.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10140,,w/o MS2:SM 42:8;2O,823.5715,3.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10141,,w/o MS2:SM 43:10;2O,833.5492,5.271,4672,0,0,353003,297244,361849,38094,0,30936,638146,729604,677684,36069,1977,58837
10142,,w/o MS2:SM 43:2;2O,849.6828,8.211,79607,87512,158476,0,0,0,0,0,0,0,0,0,0,0,0
10143,,w/o MS2:SM 43:4;2O(FA 30:6),1246.0216,10.735,0,0,0,23015,13538,26869,59415,88888,97112,0,16600,19719,4117,11695,0
10144,,w/o MS2:SM 43:5;2O(FA 30:6),1244.0076,10.359,0,0,4410,68229,31455,33040,38940,58609,78343,13004,0,0,0,0,0
10145,,w/o MS2:SM 43:6;2O(FA 30:6),1241.9874,9.986,0,0,0,55056,89318,69967,87418,46019,53395,0,0,0,35136,12453,27578
10146,,w/o MS2:SM 43:7;2O(FA 30:6),1239.9788,9.555,0,0,0,0,0,0,0,0,0,49047,47214,20357,0,0,5538
10147,,w/o MS2:SM 44:1;2O(FA 30:5),1268.0964,7.488,106338,138262,174933,61417,106632,94110,151706,204410,207296,0,0,0,0,0,0
10148,,w/o MS2:SM 44:10;3O,841.5816,3.675,0,0,0,0,3996,0,240989,332407,375743,0,0,0,0,0,0
10149,,w/o MS2:SM 44:11;2O,845.553,4.413,0,0,0,0,0,0,0,0,0,2009416,2273769,2346002,0,0,0
10150,,w/o MS2:SM 44:3;2O(FA 30:6),1262.0532,6.841,141090,132059,118677,20301,17087,31196,210302,293536,301080,4840,0,0,0,0,0
10151,,w/o MS2:SM 44:4;2O(FA 30:6),1260.0432,10.949,0,0,0,13398,10037,0,47806,41103,57274,14991,10844,8390,0,0,0
10152,,w/o MS2:SM 44:5;2O(FA 30:6),1258.0154,10.61,0,0,0,64966,42799,23517,7062,8610,13638,28818,35698,16998,0,0,0
10153,,w/o MS2:SM 44:5;2O(FA 30:6),1258.0286,10.647,0,0,0,24444,58100,12348,0,14534,13638,19406,18750,0,0,0,0
10154,,w/o MS2:SM 44:7;2O,853.6154,4.213,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0
10155,,w/o MS2:SM 44:7;3O_w/o MS2:SM 44:7;3O,847.6299,6.836,203993,222801,367276,0,0,0,0,6295,0,5435,0,0,0,0,0
10156,,w/o MS2:SM 44:8;3O,845.6127,4.235,0,0,0,0,0,0,87928,103951,92201,0,0,0,0,0,0
10157,,w/o MS2:SM 44:8;3O,845.6213,6.254,381742,235835,334445,96617,90478,74984,162159,211276,224352,12691,7980,12379,0,0,4496
10158,,w/o MS2:SM 44:9;3O,843.6027,5.836,798196,923617,1203307,175776,178714,207124,13271,20068,13944,38670,53919,100755,11683,0,1038
10159,,w/o MS2:SM 44:9;3O,843.6101,5.406,0,0,0,0,0,0,0,0,0,0,0,0,42459,0,60419
10160,,w/o MS2:SM 44:9;3O,843.5972,3.902,0,0,0,0,0,0,4096,2042,0,70494,80705,60145,0,0,0
10161,,w/o MS2:SM 44:9;3O,843.5975,4.13,0,0,0,0,0,0,37810,58937,77007,0,0,0,0,0,0
10162,,w/o MS2:SM 44:9;3O,843.5967,5.868,798196,923617,1203307,0,0,0,13271,0,0,0,0,0,0,5246,0
10163,,w/o MS2:SM 45:0;2O,881.7433,10.041,0,0,0,20994,22184,42213,23716,15648,9572,19621,25938,21271,29693,5451,33546
10164,,w/o MS2:SM 45:1;3O,873.7351,11.148,5182,0,12801,48071,153842,0,32245,8988,0,31765,5916,69148,239132,92203,108803
10165,,w/o MS2:SM 45:3;2O(FA 30:6),1276.072,11.522,0,0,0,88910,204559,0,0,0,0,4703,5260,18481,0,0,0
10166,,w/o MS2:SM 45:4;2O(FA 30:6)_w/o MS2:SM 45:4;2O(FA 30:6),1274.0553,11.163,66864,89719,125147,57071,7433,1018,191273,209871,212449,92296,47602,78449,118738,23315,127530
10167,,w/o MS2:SM 45:5;2O(FA 30:6),1272.0378,10.734,19991,17992,16441,29227,34946,62823,24875,12986,19177,29758,31286,20972,0,15736,8319
10168,,w/o MS2:SM 45:5;2O(FA 30:6),1272.0398,10.803,46762,113816,100443,34431,0,0,173604,71775,65123,0,0,0,36210,46601,5653
10169,,w/o MS2:SM 45:5;2O(FA 30:6),1272.0386,10.887,7073,8991,25684,16229,0,14990,77738,133545,107444,43437,52194,28846,36210,13889,30967
10170,,w/o MS2:SM 45:6;2O(FA 30:6),1270.02,10.446,30572,19314,17173,41849,24044,15182,66064,75344,34049,0,0,0,20898,86226,35558
10171,,w/o MS2:SM 45:6;2O(FA 30:6),1270.0258,10.486,5085,3425,3634,49691,7979,22049,66064,77026,39498,15937,0,0,20898,72845,35558
10172,,w/o MS2:SM 46:0;2O,895.761,9.651,0,0,0,0,2401,0,148958,203885,213620,1625288,2391790,2369900,712344,154455,747877
10173,,w/o MS2:SM 46:0;3O,889.7717,8.593,0,0,3581,39219,32480,28702,0,0,489,228035,293005,307752,4212,0,4652
10174,,w/o MS2:SM 46:0;3O,889.7681,9.694,0,0,0,0,0,0,0,0,0,233186,352319,330057,129139,7089,139606
10175,,w/o MS2:SM 46:1;2O,893.7454,9.237,0,0,0,0,0,0,8536,3846,11782,267975,379324,361408,123169,10832,122563
10176,,w/o MS2:SM 46:1;2O,893.7433,8.919,0,0,0,0,0,0,0,0,0,204475,296905,283106,21210,0,31831
10177,,w/o MS2:SM 46:1;3O,887.7537,9.283,0,0,0,5836,5819,0,0,0,0,112928,174109,179182,29216,3285,70703
10178,,w/o MS2:SM 46:10;3O,869.6162,6.684,0,0,0,42230,54672,42018,29533,71374,68492,4309,8399,5499,33723,3805,46657
10179,,w/o MS2:SM 46:3;2O(FA 30:6),1290.0864,11.69,0,0,0,0,61270,0,0,0,0,0,0,0,0,0,0
10180,,w/o MS2:SM 46:4;2O(FA 30:6),1288.0695,11.352,0,0,0,46204,81120,61426,14573,10469,0,7261,0,4038,0,0,0
10181,,w/o MS2:SM 46:5;2O,885.6732,10.334,0,0,0,68343,85813,135710,68792,71904,68622,45346,32337,35701,0,0,20664
10182,,w/o MS2:SM 46:5;2O,885.6765,9.338,3286459,3375679,3506861,10029282,11264830,12210672,9560505,11156577,10821689,2129409,2616153,2701123,845750,252987,872488
