,Unnamed: 0,Query Spectrum ID,Match Spectrum ID,Score Original,Score Prescreen,Rank
6712,6712,108,2158032.0,0.7575018437736141,,32.0
6713,6713,108,2157036.0,0.7573975944325784,,33.0
6714,6714,108,2142997.0,0.7566025963346696,,34.0
6715,6715,108,2157349.0,0.7554847961318945,,35.0
6716,6716,108,2140280.0,0.753882783367006,,36.0
6717,6717,108,2138897.0,0.7519661512200566,,37.0
6718,6718,108,2139640.0,0.7514242274755291,,38.0
6719,6719,108,2143263.0,0.7510935409796574,,39.0
6720,6720,108,2157112.0,0.7508623488562504,,40.0
6721,6721,108,2142105.0,0.7491829847133914,,41.0
6722,6722,108,2144194.0,0.74834085559685,,42.0
6723,6723,108,2157947.0,0.747317897358461,,43.0
6724,6724,108,2139016.0,0.7455147573810251,,44.0
6725,6725,108,2157936.0,0.74525773100189,,45.0
6726,6726,108,2158200.0,0.7444474920340629,,46.0
6727,6727,108,2139011.0,0.741791774210815,,47.0
6728,6728,108,2157369.0,0.7411443490585046,,48.0
6729,6729,108,2144184.0,0.7401283869319649,,49.0
6730,6730,108,2138982.0,0.739879456481173,,50.0
6731,6731,108,2142121.0,0.7393576468053172,,51.0
6732,6732,108,2156915.0,0.7393366389820918,,52.0
6733,6733,108,2157016.0,0.7392510460171724,,53.0
6734,6734,108,2142133.0,0.7391183674531475,,54.0
6735,6735,108,2157927.0,0.7378870997761107,,55.0
6736,6736,108,2158091.0,0.7344406916242578,,56.0
6737,6737,108,2140998.0,0.7335781969574734,,57.0
6738,6738,108,2143275.0,0.7335323134191049,,58.0
6739,6739,108,2138986.0,0.7323362807767855,,59.0
6740,6740,108,2158305.0,0.7311862277316552,,60.0
6741,6741,108,2144135.0,0.7292869689610446,,61.0
6742,6742,108,2139025.0,0.7279360373548779,,62.0
6743,6743,108,2138867.0,0.7278289968980779,,63.0
6744,6744,108,2156913.0,0.7276764908188048,,64.0
6745,6745,108,2140290.0,0.7258618387643971,,65.0
6746,6746,108,2156998.0,0.7246431252061073,,66.0
6747,6747,108,2144190.0,0.7246132324975005,,67.0
6748,6748,108,2157052.0,0.7206987286357073,,68.0
6749,6749,108,2144159.0,0.7205462392791595,,69.0
6750,6750,108,2144136.0,0.7173612637212757,,70.0
6751,6751,108,2144150.0,0.7168615984240336,,71.0
6752,6752,108,2144114.0,0.715534833659691,,72.0
6753,6753,108,2141028.0,0.7097629711889,,73.0
6754,6754,108,2139037.0,0.7095715572802055,,74.0
6755,6755,108,2139621.0,0.7086786357386033,,75.0
6756,6756,108,2143250.0,0.7068589191825286,,76.0
6757,6757,108,2159754.0,0.7068268470962519,,77.0
6758,6758,108,2142163.0,0.7056166140353635,,78.0
6759,6759,108,2158114.0,0.70425110985407,,79.0
6760,6760,108,2157198.0,0.7039004717839561,,80.0
6761,6761,108,2157119.0,0.7037382472583423,,81.0
6762,6762,108,2142136.0,0.703562137621538,,82.0
6763,6763,108,2142132.0,0.702739869009587,,83.0
6764,6764,108,2157094.0,0.7011246652808151,,84.0
6765,6765,108,2139007.0,0.7003164586918953,,85.0
6766,6766,108,2139039.0,0.697436905776757,,86.0
6767,6767,108,2157974.0,0.6972353104233593,,87.0
6768,6768,108,2141516.0,0.6966149509763677,,88.0
6769,6769,108,2157105.0,0.6965791943192294,,89.0
6770,6770,108,2156971.0,0.6965569091796799,,90.0
6771,6771,108,2142161.0,0.6965309008736542,,91.0
6772,6772,108,2157891.0,0.696096550137426,,92.0
